Combination,Total Return,Sharpe Ratio,Max Drawdown,Trades Count,Win Rate
MA_50_Bollinger_Std,10.13390115365859,0.8401618796716166,-0.7666956183209539,0.5,0.5105315947843531
Bollinger_Std_Bollinger_Lower,-0.9911698301381695,-0.8405098310621366,-0.993509943070652,0.5,0.48946840521564694
MA_50_MACD,10.13390115365859,0.8401618796716166,-0.7666956183209539,0.5,0.5105315947843531
MA_50_RSI_14,10.13390115365859,0.8401618796716166,-0.7666956183209539,0.5,0.5105315947843531
MACD_Signal_Bollinger_Lower,-0.9911698301381695,-0.8405098310621366,-0.993509943070652,0.5,0.48946840521564694
