datetime,signal,signal_strength,return,raw_position,position_size,position,strategy_return,position_change,trades,transaction_cost,cum_return,cum_strategy_value,peak,drawdown
2019-11-03,1,39.708934833415405,-0.009681517689872798,1.0,1.0,1.0,-0.009681517689872798,0.0,0.0,0.0,1.0988857091610023,109888.57091610023,113896.12724735227,-0.03518606319729104
2019-11-04,1,35.199887366510154,0.021481036934597908,1.0,1.0,1.0,0.021481036934597908,0.0,0.0,0.0,1.1224909136663916,112249.09136663916,113896.12724735227,-0.014460859385817272
2019-11-05,1,32.181848501477496,-0.008755292449757479,1.0,1.0,1.0,-0.008755292449757479,0.0,0.0,0.0,1.1126631774450468,111266.31774450469,113896.12724735227,-0.02308954278257705
2019-11-06,1,30.096145794603647,0.003264184168706663,1.0,1.0,1.0,0.003264184168706663,0.0,0.0,0.0,1.1162951149739657,111629.51149739657,113896.12724735227,-0.019900727133884116
2019-11-07,1,28.64892125254032,-0.013266835052870518,1.0,1.0,1.0,-0.013266835052870518,0.0,0.0,0.0,1.101485411813281,110148.54118132811,113896.12724735227,-0.03290354252243708
2019-11-08,1,27.704371878252356,-0.04822422567475504,1.0,1.0,0.8045823089313595,-0.03880978270665629,-0.1954176910686405,0.1954176910686405,9.423866834933681e-06,1.058737002326256,105873.70023262559,113896.12724735227,-0.07043634589351831
2019-11-09,1,27.2509138476846,0.004116225243674165,1.0,1.0,0.8060474133688976,0.003317866679807451,0.0014651044375381117,0.0014651044375381117,6.030699870413415e-09,1.0622497505489534,106224.97505489535,113896.12724735227,-0.06735217761879832
2019-11-10,0,0.0,0.026121448392094182,0.6666666666666666,0.0,0.0,-2.1055125909896666e-05,-0.8060474133688976,0.8060474133688976,2.1055125909896666e-05,1.0622273847467079,106222.73847467078,113896.12724735227,-0.0673718146361282
2019-11-11,0,0.0,-0.03455030299812745,0.3333333333333333,0.0,0.0,-0.0,0.0,0.0,0.0,1.0622273847467079,106222.73847467078,113896.12724735227,-0.0673718146361282
2019-11-12,1,28.955589195405196,0.010089438224387237,0.3333333333333333,1.0,0.27152851176599885,0.0027368305754772258,0.27152851176599885,0.27152851176599885,2.7395701456228487e-06,1.0651345211313918,106513.45211313918,113896.12724735227,-0.06481936930287252
2019-11-13,1,30.663357940577242,-0.004790745151411979,0.6666666666666666,1.0,0.5431509995117806,-0.0026033992915118157,0.27162248774578174,0.27162248774578174,1.3012741161825636e-06,1.0623615506737136,106236.15506737136,113896.12724735227,-0.06725401789426493
2019-11-14,1,32.95883443664292,-0.015101267726980616,1.0,1.0,0.8829232357612069,-0.013338391157107807,0.3397722362494263,0.3397722362494263,5.130991505797496e-06,1.048191356760556,104819.13567605561,113896.12724735227,-0.07969534865381186
2019-11-15,1,35.90533962288899,-0.019552778500969037,1.0,1.0,0.9024131455340396,-0.017645065432878602,0.019489909772832714,0.019489909772832714,3.810818887920698e-07,1.0296959516843383,102969.59516843382,113896.12724735227,-0.09593418444499793
2019-11-16,1,39.83605531263928,0.0020995436236539433,1.0,1.0,0.9094492988251861,0.0019094137036741916,0.007036153291146485,0.007036153291146485,1.4772710777478312e-08,1.031662067245102,103166.20672451021,113896.12724735227,-0.09420794878775388
2019-11-17,1,45.087490798190366,0.0015286666211287159,1.0,1.0,0.9137865030998052,0.0013968682959872006,0.004337204274619144,0.004337204274619144,6.630139403627071e-09,1.0331031632790093,103310.31632790093,113896.12724735227,-0.09294267658865833
2019-11-18,1,52.25511569898643,-0.03772089500990128,1.0,1.0,0.9118770686350018,-0.03439689119349442,-0.0019094344648034056,0.0019094344648034056,7.20255769751363e-08,0.9975676261800464,99756.76261800464,113896.12724735227,-0.12414262864830052
2019-11-19,1,62.78803656788349,-0.0063006674601565615,1.0,1.0,0.9142324810000304,-0.005760289684725137,0.002355412365028564,0.002355412365028564,1.4840670043585885e-08,0.9918213476731458,99182.13476731458,113896.12724735227,-0.12918782082978808
2019-11-20,1,79.68879672358331,-0.004630028161393018,1.0,1.0,0.9143269428600482,-0.004233359931523481,9.446186001782486e-05,9.446186001782486e-05,4.3736107206009434e-10,0.9876226109206766,98762.26109206767,113896.12724735227,-0.13287428221696992
2019-11-21,1,110.28473298587157,-0.058332972986329557,1.0,1.0,0.9019929502953739,-0.05261664988189483,-0.012333992564674379,0.012333992564674379,7.194784550887402e-07,0.9356572177864205,93565.72177864205,113896.12724735227,-0.17849953251314643
2019-11-22,1,186.525188951859,-0.047124732678203496,1.0,1.0,0.8969926829213637,-0.04227077603323714,-0.005000267374010159,0.005000267374010159,2.3563626331977133e-07,0.896106261089489,89610.6261089489,113896.12724735227,-0.2132249947854828
2019-11-23,1,820.07546408641,0.00595782296439884,1.0,1.0,0.8956047660326162,0.005335846373131059,-0.001387916888747509,0.001387916888747509,8.2689631124569e-09,0.9008877464326633,90088.77464326634,113896.12724735227,-0.2090268842274387
2019-11-24,0,0.0,-0.055451759446700555,0.6666666666666666,0.0,0.0,-4.966286004535916e-05,-0.8956047660326162,0.8956047660326162,4.966286004535916e-05,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-11-25,0,0.0,0.029151439095996823,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-11-26,0,0.0,0.0067544068386080625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-11-27,0,0.0,0.049897902097902236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-11-28,0,0.0,-0.012119726593461722,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-11-29,0,0.0,0.04326848521870219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-11-30,0,0.0,-0.025040521361931356,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-01,0,0.0,-0.020621959901523712,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-02,0,0.0,-0.013046574022183788,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-03,0,0.0,-1.920175558911552e-05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-04,0,0.0,-0.01369660094968217,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-05,0,0.0,0.02697677652621322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-06,0,0.0,0.018566037327064855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-07,0,0.0,-0.004639661796572825,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-08,0,0.0,0.0028047868362004458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-09,0,0.0,-0.022736474787565575,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-10,0,0.0,-0.01587872692160397,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-11,0,0.0,-0.00210636229431449,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-12,0,0.0,-0.0015265544140320442,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-13,0,0.0,0.008090599143544486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-14,0,0.0,-0.026422242995292944,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-15,0,0.0,0.007599124245539768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-16,0,0.0,-0.03196907940969784,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-17,0,0.0,-0.03899505483815702,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-18,0,0.0,0.09948390683732788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-19,0,0.0,-0.01802144710227771,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-20,0,0.0,0.005331437711036058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-21,0,0.0,-0.007429997536325339,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-22,0,0.0,0.052153902462624524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-23,0,0.0,-0.02517819728852233,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-24,0,0.0,-0.008472780321602036,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-25,0,0.0,-0.0069759681413781305,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-26,0,0.0,-0.000554055086128491,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-27,0,0.0,0.007077496783587378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-28,0,0.0,0.00870261023122354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-29,0,0.0,0.009873513980753534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-30,0,0.0,-0.0193995668820518,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2019-12-31,0,0.0,-0.007103169286907018,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2020-01-01,0,0.0,0.001192099040200345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2020-01-02,0,0.0,-0.03272354419616619,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2020-01-03,0,0.0,0.05453573952462221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2020-01-04,0,0.0,0.0012245086982340947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2020-01-05,0,0.0,0.0004965506733363156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2020-01-06,0,0.0,0.05480150550149854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2020-01-07,0,0.0,0.05093207895954688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2020-01-08,0,0.0,-0.011364626022233648,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2020-01-09,0,0.0,-0.029932355977289826,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2020-01-10,0,0.0,0.049689266223193584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9008430057705956,90084.30057705956,113896.12724735227,-0.20906616621458704
2020-01-11,1,1005.8732586848621,-0.022727909648852407,0.3333333333333333,1.0,0.2925300308270763,-0.006655244706324013,0.2925300308270763,0.2925300308270763,6.648596110213799e-06,0.8948476751252118,89484.76751252118,113896.12724735227,-0.21433002442494
2020-01-12,1,222.77554862267297,0.020714264340644384,0.6666666666666666,1.0,0.5866567066917758,0.012146069481911827,0.29412667586469954,0.29412667586469954,6.092617713496416e-06,0.9057165571630098,90571.65571630099,113896.12724735227,-0.20478722231175342
2020-01-13,1,125.7471229832322,-0.009002406341993674,1.0,1.0,0.8799268211747326,-0.007924098932172285,0.2932701144829568,0.2932701144829568,2.6401367385385812e-06,0.8985395695595436,89853.95695595436,113896.12724735227,-0.2110885670342827
2020-01-14,1,89.1756140405698,0.0877603845679773,1.0,1.0,0.8597492617902018,0.07545015505637148,-0.020177559384530808,0.020177559384530808,1.7707903712296232e-06,0.9663345194070965,96633.45194070965,113896.12724735227,-0.15156507709127504
2020-01-15,1,68.76108227609997,3.3994334277531735e-05,1.0,1.0,0.8597877806777495,2.9227911914672616e-05,3.8518887547689395e-05,3.8518887547689395e-05,1.309423939294808e-12,0.9663627633473099,96636.27633473098,113896.12724735227,-0.15154027911008297
2020-01-16,1,55.711290570204234,-0.011355987898428288,1.0,1.0,0.8584323111692347,-0.00974836232995299,-0.0013554695085148394,0.0013554695085148394,1.5392695335383056e-08,0.9569423089880257,95694.23089880256,113896.12724735227,-0.15981137189168867
2020-01-17,1,46.620634177960405,0.022193492781727997,1.0,1.0,0.8580133653897162,0.019042304133532677,-0.0004189457795185092,0.0004189457795185092,9.297870133679443e-09,0.9751646954740206,97516.46954740206,113896.12724735227,-0.14381224450571467
2020-01-18,1,39.92589960503688,0.000704136916508169,1.0,1.0,0.857746776527878,0.0006039709826541024,-0.00026658886183816843,0.00026658886183816843,1.877150591501502e-10,0.9757536666533957,97575.36666533956,113896.12724735227,-0.14329513194569232
2020-01-19,1,34.78131157694858,-0.024554621848739466,1.0,1.0,0.8567922353851556,-0.021038232781215468,-0.0009545411427224204,0.0009545411427224204,2.3438396798612684e-08,0.9552255338772171,95522.55338772171,113896.12724735227,-0.16131868838461924
2020-01-20,1,31.0241352662151,-0.006415226543071695,1.0,1.0,0.8568580618895664,-0.005496939004570853,6.582650441078197e-05,6.582650441078197e-05,4.222919383336745e-10,0.9499747173818854,94997.47173818854,113896.12724735227,-0.16592886839884244
2020-01-21,1,28.376902971873914,0.010685549132948058,1.0,1.0,0.8570838890937381,0.009158409594881657,0.00022582720417174684,0.00022582720417174684,2.4130876857334936e-09,0.9586749749484506,95867.49749484505,113896.12724735227,-0.1582901033443727
2020-01-22,1,26.528091376387245,-0.0066182972011215035,1.0,1.0,0.8618328203440389,-0.005703897172556006,0.004748931250300736,0.004748931250300736,3.142983840218381e-08,0.9532067914694419,95320.67914694418,113896.12724735227,-0.1630911300440192
2020-01-23,1,25.31258882191683,-0.03166190151037984,1.0,1.0,0.8628907166748607,-0.027320794380589954,0.0010578963308218725,0.0010578963308218725,3.349500943467434e-08,0.9271644247175234,92716.44247175234,113896.12724735227,-0.1859561451953784
2020-01-24,1,24.667438068253496,0.0038479832572297923,1.0,1.0,0.8629685458119896,0.0033206882163152604,7.782913712883754e-05,7.782913712883754e-05,2.9948521659640844e-10,0.9302432486972696,93024.32486972696,113896.12724735227,-0.18325295935916483
2020-01-25,0,0.0,-0.011528128538870086,0.6666666666666666,0.0,0.0,-9.948412321122414e-06,-0.8629685458119896,0.8629685458119896,9.948412321122414e-06,0.9302339942538725,93023.39942538725,113896.12724735227,-0.18326108469548724
2020-01-26,0,0.0,0.03194505694673455,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9302339942538725,93023.39942538725,113896.12724735227,-0.18326108469548724
2020-01-27,0,0.0,0.035117016075557395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9302339942538725,93023.39942538725,113896.12724735227,-0.18326108469548724
2020-01-28,0,0.0,0.054452685275662605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9302339942538725,93023.39942538725,113896.12724735227,-0.18326108469548724
2020-01-29,0,0.0,-0.009360590191701657,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9302339942538725,93023.39942538725,113896.12724735227,-0.18326108469548724
2020-01-30,0,0.0,0.023055525722263992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9302339942538725,93023.39942538725,113896.12724735227,-0.18326108469548724
2020-01-31,1,27.90191427068941,-0.016918494972007148,0.3333333333333333,1.0,0.2915841950693362,-0.0049380989039355125,0.2915841950693362,0.2915841950693362,4.933165738197315e-06,0.925640406786444,92564.0406786444,113896.12724735227,-0.18729422223795394
2020-02-01,1,27.5897890336318,0.0030145731063344616,0.6666666666666666,1.0,0.5835139394991258,0.0017581653856288415,0.2919297444297896,0.2919297444297896,8.800435564971363e-07,0.9272678357091954,92726.78357091954,113896.12724735227,-0.18586535107079205
2020-02-02,1,26.95391963447379,-0.005806612341020756,1.0,1.0,0.8756050808706058,-0.005085995328469928,0.29209114137148007,0.29209114137148007,1.6960600261904746e-06,0.922551755828538,92255.1755828538,113896.12724735227,-0.19000603609199146
2020-02-03,1,26.248919177896035,-0.004022188430318652,1.0,1.0,0.9038719108548774,-0.003635656836847024,0.028266829984271546,0.028266829984271546,1.1369451652452137e-07,0.9191976742301147,91919.76742301146,113896.12724735227,-0.19295089618467853
2020-02-04,1,25.626557196793343,-0.01099816786801755,1.0,1.0,0.9029800848176796,-0.009931136362754032,-0.0008918260371978404,0.0008918260371978404,9.808452466170713e-09,0.9100689967830091,91006.8996783009,113896.12724735227,-0.2009658108861069
2020-02-05,1,25.217491870144997,0.04692689449738263,1.0,1.0,0.89522576967638,0.04200980135901311,-0.007754315141299539,0.007754315141299539,3.638859285352202e-07,0.9483008145608597,94830.08145608597,113896.12724735227,-0.16739854332237203
2020-02-06,1,24.978749896267214,0.015381100726895136,1.0,1.0,0.8960746745823296,0.013782601771478727,0.0008489049059495768,0.0008489049059495768,1.3057091865965882e-08,0.9613708670475211,96137.0867047521,113896.12724735227,-0.15592312901063113
2020-02-07,1,24.83485316992359,0.004438481016800777,1.0,1.0,0.8961558291836859,0.003977570275723992,8.115460135627028e-05,8.115460135627028e-05,3.6020315754584024e-10,0.9651947872322364,96519.47872322364,113896.12724735227,-0.15256575393815755
2020-02-08,1,24.71593718269566,0.008645301338285671,1.0,1.0,0.9004634031531952,0.007784740224082585,0.004307573969509315,0.004307573969509315,3.72402750033634e-08,0.9727085779164779,97270.8577916478,113896.12724735227,-0.1459686984755749
2020-02-09,1,24.555427038660945,0.026341477202180608,1.0,1.0,0.8996974360787359,0.023699339324624133,-0.0007659670744593061,0.0007659670744593061,2.0176704229490786e-08,0.9957611285684931,99576.11285684931,113896.12724735227,-0.12572872086689718
2020-02-10,1,24.253074690528358,-0.02968513028921904,1.0,1.0,0.8934652366058153,-0.026522816961184886,-0.00623219947292053,0.00623219947292053,1.8500365334204818e-07,0.9693507384184081,96935.07384184081,113896.12724735227,-0.1489168579777654
2020-02-11,1,23.877180745397045,0.03684534887021118,1.0,1.0,0.8905713337144574,0.032813304857656815,-0.0028939028913579357,0.0028939028913579357,1.0662686162859599e-07,1.0011583397121262,100115.83397121262,113896.12724735227,-0.12099000737937733
2020-02-12,1,23.465440051161828,0.010844593735885866,1.0,1.0,0.8981338712595371,0.00973981494160081,0.007562537545079739,0.007562537545079739,8.201264728877342e-08,1.0109094366681626,101090.94366681625,113896.12724735227,-0.11242861271943465
2020-02-13,1,23.027714528555105,-0.009706005518380634,1.0,1.0,0.8964756141666903,-0.008701213353248059,-0.0016582570928468376,0.0016582570928468376,1.6095052494065235e-08,1.0021132979789011,100211.32979789011,113896.12724735227,-0.12015156072640115
2020-02-14,1,22.599072893576032,0.011444749468486615,1.0,1.0,0.898731087421392,0.01028572632175204,0.0022554732547016565,0.0022554732547016565,2.581332633293256e-08,1.0124207611053004,101242.07611053005,113896.12724735227,-0.1111016804754122
2020-02-15,1,22.224698772883333,-0.04266077811529023,1.0,1.0,0.8890903863348761,-0.03792969897567975,-0.009640701086515824,0.009640701086515824,4.11279809927689e-07,0.9740199463998478,97401.99463998478,113896.12724735227,-0.14481732615496742
2020-02-16,1,21.948363845416036,0.0006928902601011089,1.0,1.0,0.8924305521375661,0.0006183541230244226,0.0033401658026899206,0.0033401658026899206,2.314368351806648e-09,0.9746222356496123,97462.22356496123,113896.12724735227,-0.14428852042265625
2020-02-17,1,21.83781746230741,-0.020748125855434396,1.0,1.0,0.9014968955537384,-0.01870455915686661,0.009066343416172296,0.009066343416172296,1.8810963424733182e-07,0.9563923563873065,95639.23563873065,113896.12724735227,-0.16029422641362054
2020-02-18,0,0.0,0.04717167558666113,0.6666666666666666,0.0,0.0,-4.252511909944308e-05,-0.9014968955537384,0.9014968955537384,4.252511909944308e-05,0.9563516856884453,95635.16856884453,113896.12724735227,-0.16032993500165083
2020-02-19,0,0.0,-0.05707211882464869,0.3333333333333333,0.0,0.0,-0.0,0.0,0.0,0.0,0.9563516856884453,95635.16856884453,113896.12724735227,-0.16032993500165083
2020-02-20,0,0.0,0.0008693250222804316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9563516856884453,95635.16856884453,113896.12724735227,-0.16032993500165083
2020-02-21,0,0.0,0.008269119213829557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9563516856884453,95635.16856884453,113896.12724735227,-0.16032993500165083
2020-02-22,0,0.0,-0.00229202624829683,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9563516856884453,95635.16856884453,113896.12724735227,-0.16032993500165083
2020-02-23,1,27.20246357240692,0.029393738611893427,0.3333333333333333,1.0,0.29309218565098516,0.008606460019119385,0.29309218565098516,0.29309218565098516,8.6150750942136e-06,0.9645824882355403,96458.24882355402,113896.12724735227,-0.15310334815799123
2020-02-24,0,0.0,-0.02817727232498457,0.3333333333333333,0.0,0.0,-8.258538331412743e-06,-0.29309218565098516,0.29309218565098516,8.258538331412743e-06,0.9645745221940873,96457.45221940873,113896.12724735227,-0.1531103422864532
2020-02-25,0,0.0,-0.034870303582239415,0.3333333333333333,0.0,0.0,-0.0,0.0,0.0,0.0,0.9645745221940873,96457.45221940873,113896.12724735227,-0.1531103422864532
2020-02-26,0,0.0,-0.05723568518121391,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9645745221940873,96457.45221940873,113896.12724735227,-0.1531103422864532
2020-02-27,1,39.01507105875191,0.004069506904968323,0.3333333333333333,1.0,0.2901378232463308,0.0011795371572183285,0.2901378232463308,0.2901378232463308,1.180717875093422e-06,0.9657122736839213,96571.22736839214,113896.12724735227,-0.15211140446711618
2020-02-28,1,44.736090008969455,-0.014548028998640716,0.6666666666666666,1.0,0.5805372707987391,-0.008449897789955975,0.29039944755240826,0.29039944755240826,4.224739584181679e-06,0.9575521036767862,95755.21036767862,113896.12724735227,-0.1592759764366384
2020-02-29,1,53.80241661071251,-0.019264170527968694,1.0,1.0,0.8741598153008232,-0.01684562014542082,0.29362254450208414,0.29362254450208414,5.656394768144225e-06,0.9414215446687985,94142.15446687985,113896.12724735227,-0.1734384939847166
2020-03-01,1,70.07805826086236,0.0006868276765767956,1.0,1.0,0.875641410200833,0.0006014137376822842,0.001481594900009764,0.001481594900009764,1.017600382801736e-09,0.9419877285187123,94198.77285187122,113896.12724735227,-0.17294138853995975
2020-03-02,1,105.1426963421476,0.044725598043533266,1.0,1.0,0.8730272177269619,0.0390465474997985,-0.0026141924738710687,0.0026141924738710687,1.1692132179478726e-07,0.9787690971045455,97876.90971045455,113896.12724735227,-0.14064760518246783
2020-03-03,1,211.74106255149198,-0.017343632633384565,1.0,1.0,0.8737837286025475,-0.015154597110558294,0.000756510875585592,0.000756510875585592,1.3120646709316605e-08,0.9639362457736612,96393.62457736612,113896.12724735227,-0.15367074450192095
