datetime,signal,signal_strength,return,raw_position,position_size,position,strategy_return,position_change,trades,transaction_cost,cum_return,cum_strategy_value,peak,drawdown
2019-10-19,0,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100000.0,100000.0,0.0
2019-10-20,0,0.0,0.0341129439181187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-21,0,0.0,-0.002006514784813729,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-22,0,0.0,-0.02205019910409245,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-23,0,0.0,-0.06930527659648744,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-24,0,0.0,-0.007186872069658401,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-25,0,0.0,0.16712879569848949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-26,0,0.0,0.06730867052023104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-27,0,0.0,0.03261404082658337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-28,0,0.0,-0.03314270369608896,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-29,0,0.0,0.021444318112778582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-30,0,0.0,-0.026523576158096418,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-31,0,0.0,-0.001669339792478075,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-11-01,0,0.0,0.008853551912568314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-11-02,0,0.0,0.00615208953299784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-11-03,0,0.0,-0.009681517689872798,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-11-04,0,0.0,0.021481036934597908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-11-05,0,0.0,-0.008755292449757479,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-11-06,0,0.0,0.003264184168706663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
