Combination,Total Return,Sharpe Ratio,Max Drawdown,Trades Count,Win Rate
rule1_signal_Bollinger_Lower,-0.0032273177181624257,0.09468916260433688,-0.3595101904061163,266,0.3553530751708428
rule1_signal_MA_20,-0.0032273177181624257,0.09468916260433688,-0.3595101904061163,266,0.3553530751708428
rule1_signal_Bollinger_Middle,-0.0032273177181624257,0.09468916260433688,-0.3595101904061163,266,0.3553530751708428
rule1_signal_EMA_26,-0.0032273177181624257,0.09468916260433688,-0.3595101904061163,266,0.3553530751708428
rule1_signal_EMA_20,-0.0032273177181624257,0.09468916260433688,-0.3595101904061163,266,0.3553530751708428
