datetime,signal,return,position,strategy_return,trades,transaction_cost,cum_return,cum_strategy_value,peak,drawdown
2019-10-19,0,,,,,,1.0,100000.0,100000.0,0.0
2019-10-20,0,0.0341129439181187,0.0,,,,1.0,100000.0,100000.0,0.0
2019-10-21,0,-0.002006514784813729,0.0,-0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-22,0,-0.02205019910409245,0.0,-0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-23,0,-0.06930527659648744,0.0,-0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-24,-1,-0.007186872069658401,0.0,-0.0,0.0,0.0,1.0,100000.0,100000.0,0.0
2019-10-25,-1,0.16712879569848949,-1.0,-0.16812879569848949,1.0,0.001,0.8318712043015105,83187.12043015104,100000.0,-0.16812879569848957
2019-10-26,-1,0.06730867052023104,-1.0,-0.06730867052023104,0.0,0.0,0.7758790594959123,77587.90594959122,100000.0,-0.22412094050408776
2019-10-27,-1,0.03261404082658337,-1.0,-0.03261404082658337,0.0,0.0,0.7505745081730215,75057.45081730215,100000.0,-0.24942549182697854
2019-10-28,-1,-0.03314270369608896,-1.0,0.03314270369608896,0.0,0.0,0.7754505766992377,77545.05766992377,100000.0,-0.22454942330076227
2019-10-29,-1,0.021444318112778582,-1.0,-0.021444318112778582,0.0,0.0,0.7588215678517616,75882.15678517616,100000.0,-0.24117843214823836
2019-10-30,-1,-0.026523576158096418,-1.0,0.026523576158096418,0.0,0.0,0.7789482294970839,77894.82294970838,100000.0,-0.2210517705029162
2019-10-31,-1,-0.001669339792478075,-1.0,0.001669339792478075,0.0,0.0,0.7802485587728637,78024.85587728638,100000.0,-0.21975144122713625
2019-11-01,-1,0.008853551912568314,-1.0,-0.008853551912568314,0.0,0.0,0.7733405876530616,77334.05876530615,100000.0,-0.22665941234693848
2019-11-02,-1,0.00615208953299784,-1.0,-0.00615208953299784,0.0,0.0,0.7685829271183188,76858.29271183188,100000.0,-0.23141707288168123
2019-11-03,-1,-0.009681517689872798,-1.0,0.009681517689872798,0.0,0.0,0.776023976323349,77602.39763233489,100000.0,-0.2239760236766511
2019-11-04,-1,0.021481036934597908,-1.0,-0.021481036934597908,0.0,0.0,0.7593541766258136,75935.41766258136,100000.0,-0.24064582337418644
2019-11-05,-1,-0.008755292449757479,-1.0,0.008755292449757479,0.0,0.0,0.7660025445151175,76600.25445151175,100000.0,-0.23399745548488252
2019-11-06,-1,0.003264184168706663,-1.0,-0.003264184168706663,0.0,0.0,0.7635021711361223,76350.21711361223,100000.0,-0.23649782886387766
2019-11-07,-1,-0.013266835052870518,-1.0,0.013266835052870518,0.0,0.0,0.7736314285030939,77363.14285030939,100000.0,-0.2263685714969061
2019-11-08,-1,-0.04822422567475504,-1.0,0.04822422567475504,0.0,0.0,0.8109392051003103,81093.92051003102,100000.0,-0.1890607948996898
2019-11-09,-1,0.004116225243674165,-1.0,-0.004116225243674165,0.0,0.0,0.8076011966731913,80760.11966731913,100000.0,-0.1923988033268087
2019-11-10,-1,0.026121448392094182,-1.0,-0.026121448392094182,0.0,0.0,0.7865054836928991,78650.54836928991,100000.0,-0.21349451630710087
2019-11-11,-1,-0.03455030299812745,-1.0,0.03455030299812745,0.0,0.0,0.8136794864641774,81367.94864641775,100000.0,-0.18632051353582255
2019-11-12,-1,0.010089438224387237,-1.0,-0.010089438224387237,0.0,0.0,0.805469917551046,80546.99175510461,100000.0,-0.1945300824489539
2019-11-13,-1,-0.004790745151411979,-1.0,0.004790745151411979,0.0,0.0,0.8093287186531619,80932.87186531619,100000.0,-0.19067128134683808
2019-11-14,-1,-0.015101267726980616,-1.0,0.015101267726980616,0.0,0.0,0.8215506083126775,82155.06083126775,100000.0,-0.1784493916873225
2019-11-15,-1,-0.019552778500969037,-1.0,0.019552778500969037,0.0,0.0,0.8376142053843516,83761.42053843517,100000.0,-0.16238579461564834
2019-11-16,-1,0.0020995436236539433,-1.0,-0.0020995436236539433,0.0,0.0,0.8358555978203549,83585.55978203549,100000.0,-0.1641444021796451
2019-11-17,-1,0.0015286666211287159,-1.0,-0.0015286666211287159,0.0,0.0,0.8345778532678834,83457.78532678833,100000.0,-0.16542214673211666
2019-11-18,-1,-0.03772089500990128,-1.0,0.03772089500990128,0.0,0.0,0.86605887684859,86605.887684859,100000.0,-0.13394112315141
2019-11-19,-1,-0.0063006674601565615,-1.0,0.0063006674601565615,0.0,0.0,0.8715156258325295,87151.56258325295,100000.0,-0.12848437416747052
2019-11-20,-1,-0.004630028161393018,-1.0,0.004630028161393018,0.0,0.0,0.875550767723228,87555.0767723228,100000.0,-0.12444923227677195
2019-11-21,-1,-0.058332972986329557,-1.0,0.058332972986329557,0.0,0.0,0.9266242470049872,92662.42470049873,100000.0,-0.07337575299501274
2019-11-22,-1,-0.047124732678203496,-1.0,0.047124732678203496,0.0,0.0,0.970291166938239,97029.1166938239,100000.0,-0.02970883306176096
2019-11-23,-1,0.00595782296439884,-1.0,-0.00595782296439884,0.0,0.0,0.964510343941701,96451.0343941701,100000.0,-0.035489656058299006
2019-11-24,-1,-0.055451759446700555,-1.0,0.055451759446700555,0.0,0.0,1.0179941395178107,101799.41395178107,101799.41395178107,0.0
2019-11-25,-1,0.029151439095996823,-1.0,-0.029151439095996823,0.0,0.0,0.9883181453595755,98831.81453595756,101799.41395178107,-0.029151439095996788
2019-11-26,-1,0.0067544068386080625,-1.0,-0.0067544068386080625,0.0,0.0,0.9816426425198383,98164.26425198384,101799.41395178107,-0.035708945255019595
