start_time,close,high,low,open,volume,datetime
1643515200000,38246.37,38293.87,37904.75,37923.36,71.010767,2022-01-30 04:00:00
1643529600000,38115.75,38377.14,37818.42,38246.37,118.74253,2022-01-30 08:00:00
1643544000000,37955.99,38137.69,37722.94,38115.75,90.142832,2022-01-30 12:00:00
1643558400000,37514.72,38050.4,37440.96,37955.99,140.028962,2022-01-30 16:00:00
1643572800000,37944.21,38272.1,37360.14,37514.72,157.219666,2022-01-30 20:00:00
1643587200000,37024.93,37952.35,36655.0,37944.21,237.92242,2022-01-31 00:00:00
1643601600000,37115.45,37194.59,36808.8,37024.93,96.276855,2022-01-31 04:00:00
1643616000000,37256.9,37337.49,36899.33,37115.45,172.768335,2022-01-31 08:00:00
1643630400000,37705.81,37892.05,36783.22,37256.9,342.554147,2022-01-31 12:00:00
1643644800000,38427.34,38742.68,37674.41,37705.81,368.965809,2022-01-31 16:00:00
1643659200000,38454.49,38768.13,38249.78,38427.34,204.053925,2022-01-31 20:00:00
1643673600000,38596.15,38648.77,38172.57,38454.49,208.769359,2022-02-01 00:00:00
1643688000000,38438.86,38652.46,38241.73,38596.15,127.58969,2022-02-01 04:00:00
1643702400000,38442.95,39073.74,37978.46,38438.86,345.330453,2022-02-01 08:00:00
1643716800000,38626.17,39000.0,38188.44,38442.95,335.622438,2022-02-01 12:00:00
1643731200000,38370.83,39274.99,38338.56,38626.17,207.001893,2022-02-01 16:00:00
1643745600000,38697.45,38877.18,38363.44,38370.83,80.041203,2022-02-01 20:00:00
1643760000000,38545.02,38858.16,38377.73,38697.45,116.660901,2022-02-02 00:00:00
1643774400000,38270.0,38551.84,38196.09,38545.02,108.294482,2022-02-02 04:00:00
1643788800000,38502.49,38590.33,38230.11,38270.0,130.221069,2022-02-02 08:00:00
1643803200000,37412.93,38754.38,37327.81,38502.49,434.079185,2022-02-02 12:00:00
1643817600000,37562.34,37660.98,37074.39,37412.93,253.184277,2022-02-02 16:00:00
1643832000000,36898.91,37671.61,36606.09,37562.34,200.525763,2022-02-02 20:00:00
1643846400000,36820.74,37049.06,36739.56,36898.91,134.37228,2022-02-03 00:00:00
1643860800000,37030.05,37083.85,36783.33,36820.74,75.422267,2022-02-03 04:00:00
1643875200000,36767.88,37100.0,36285.52,37030.05,260.830172,2022-02-03 08:00:00
1643889600000,36913.56,36972.64,36244.75,36767.88,223.910788,2022-02-03 12:00:00
1643904000000,36553.31,37100.0,36432.8,36913.56,160.377903,2022-02-03 16:00:00
1643918400000,37306.64,37421.07,36264.23,36553.31,138.824929,2022-02-03 20:00:00
1643932800000,37308.24,37445.59,37032.29,37306.64,120.368416,2022-02-04 00:00:00
1643947200000,37855.87,38199.99,37258.01,37308.24,189.153341,2022-02-04 04:00:00
1643961600000,37800.74,38221.96,37800.0,37855.87,189.548322,2022-02-04 08:00:00
1643976000000,39466.27,39824.98,37299.05,37800.74,558.028743,2022-02-04 12:00:00
1643990400000,40732.33,40897.82,39442.39,39466.27,366.264877,2022-02-04 16:00:00
1644004800000,41549.33,41703.3,40374.4,40732.33,292.25714,2022-02-04 20:00:00
1644019200000,41446.32,41900.0,41168.36,41549.33,393.241608,2022-02-05 00:00:00
1644033600000,41378.72,41734.28,41364.89,41446.32,186.252507,2022-02-05 04:00:00
1644048000000,41431.94,41654.35,41199.67,41378.72,152.658205,2022-02-05 08:00:00
1644062400000,41767.69,41896.5,41331.06,41431.94,152.163896,2022-02-05 12:00:00
1644076800000,41531.7,41844.07,40933.97,41767.69,137.808255,2022-02-05 16:00:00
1644091200000,41369.52,41750.0,41340.68,41531.7,70.672269,2022-02-05 20:00:00
1644105600000,41436.39,41632.44,41339.97,41369.52,67.198692,2022-02-06 00:00:00
