start_time,close,high,low,open,volume,datetime
1643515200000,38228.0,38283.55,37880.06,37900.0,22596.856,2022-01-30 04:00:00
1643529600000,38095.46,38420.3,37800.0,38228.0,34747.003,2022-01-30 08:00:00
1643544000000,37962.13,38146.53,37706.1,38095.46,35624.41,2022-01-30 12:00:00
1643558400000,37505.73,38082.15,37419.9,37962.61,34844.098,2022-01-30 16:00:00
1643572800000,37870.01,38240.0,37334.83,37505.73,40576.702,2022-01-30 20:00:00
1643587200000,36998.67,37938.0,36620.0,37870.0,59198.63,2022-01-31 00:00:00
1643601600000,37098.68,37174.61,36794.81,36998.67,25195.949,2022-01-31 04:00:00
1643616000000,37245.0,37338.33,36880.0,37098.68,33956.838,2022-01-31 08:00:00
1643630400000,37694.46,37880.0,36800.0,37245.0,78767.952,2022-01-31 12:00:00
1643644800000,38400.0,38741.73,37650.17,37694.46,90238.499,2022-01-31 16:00:00
1643659200000,38439.04,38725.6,38220.0,38400.01,31082.524,2022-01-31 20:00:00
1643673600000,38570.11,38630.0,38145.0,38439.04,30282.319,2022-02-01 00:00:00
1643688000000,38420.65,38625.0,38220.08,38570.1,27168.881,2022-02-01 04:00:00
1643702400000,38402.86,39100.0,37969.0,38420.65,83908.211,2022-02-01 08:00:00
1643716800000,38604.97,39049.43,38170.89,38402.86,101041.918,2022-02-01 12:00:00
1643731200000,38356.04,39260.26,38322.0,38605.26,79037.464,2022-02-01 16:00:00
1643745600000,38680.51,38884.6,38345.0,38356.04,31915.328,2022-02-01 20:00:00
1643760000000,38540.29,38834.18,38350.0,38680.51,25995.784,2022-02-02 00:00:00
1643774400000,38268.32,38540.29,38173.3,38540.28,32967.668,2022-02-02 04:00:00
1643788800000,38473.75,38580.0,38205.38,38269.0,26550.353,2022-02-02 08:00:00
1643803200000,37419.51,38725.5,37338.14,38473.74,111614.839,2022-02-02 12:00:00
1643817600000,37538.91,37646.09,37052.0,37419.53,70061.154,2022-02-02 16:00:00
1643832000000,36892.03,37630.0,36529.81,37538.9,70381.136,2022-02-02 20:00:00
1643846400000,36801.12,37040.0,36700.0,36892.05,31557.404,2022-02-03 00:00:00
1643860800000,36995.5,37074.0,36764.0,36801.12,26381.127,2022-02-03 04:00:00
1643875200000,36754.99,37084.63,36250.0,36995.5,73514.476,2022-02-03 08:00:00
1643889600000,36876.56,36963.0,36204.3,36754.99,86926.339,2022-02-03 12:00:00
1643904000000,36538.76,37100.0,36431.79,36876.56,46202.179,2022-02-03 16:00:00
1643918400000,37289.86,37395.0,36256.0,36538.76,54074.703,2022-02-03 20:00:00
1643932800000,37282.81,37435.54,37011.0,37287.33,29031.865,2022-02-04 00:00:00
1643947200000,37858.99,38198.0,37226.41,37282.8,62919.964,2022-02-04 04:00:00
1643961600000,37800.02,38239.0,37778.88,37859.0,50036.92,2022-02-04 08:00:00
1643976000000,39481.72,39863.27,37278.93,37800.02,192162.067,2022-02-04 12:00:00
1643990400000,40701.71,40875.0,39426.91,39481.72,123507.677,2022-02-04 16:00:00
1644004800000,41550.0,41741.76,40357.04,40703.33,62447.277,2022-02-04 20:00:00
1644019200000,41428.66,41922.0,41155.45,41550.0,50762.567,2022-02-05 00:00:00
