start_time,close,high,low,open,volume,datetime
1701129600000,37129.56,37343.57,37102.47,37242.7,2560.73388,2023-11-28 00:00:00
1701144000000,37105.11,37152.31,36868.41,37129.55,3974.8824,2023-11-28 04:00:00
1701158400000,37251.42,37262.02,36931.1,37105.11,3375.56303,2023-11-28 08:00:00
1701172800000,37513.19,37568.28,37142.81,37251.43,5331.32867,2023-11-28 12:00:00
1701187200000,38114.26,38377.0,37513.19,37513.2,15744.36369,2023-11-28 16:00:00
1701201600000,37818.87,38284.66,37670.97,38114.26,6557.595,2023-11-28 20:00:00
1701216000000,37940.49,38093.72,37677.96,37818.88,4909.94962,2023-11-29 00:00:00
1701230400000,38096.69,38235.36,37871.1,37940.49,3802.01892,2023-11-29 04:00:00
1701244800000,38104.65,38450.0,37878.17,38096.7,8172.68572,2023-11-29 08:00:00
1701259200000,37830.75,38280.0,37570.0,38104.65,8504.6664,2023-11-29 12:00:00
1701273600000,37874.2,37932.77,37650.0,37830.74,4122.44625,2023-11-29 16:00:00
1701288000000,37854.64,37884.72,37580.85,37874.19,3482.42416,2023-11-29 20:00:00
1701302400000,38051.84,38051.84,37686.84,37854.65,3089.37694,2023-11-30 00:00:00
1701316800000,37792.98,38145.85,37767.11,38051.84,4973.86237,2023-11-30 04:00:00
1701331200000,37885.15,37905.26,37553.6,37792.98,4251.2581,2023-11-30 08:00:00
1701345600000,37619.84,37966.94,37500.0,37885.15,7175.66836,2023-11-30 12:00:00
1701360000000,37749.34,37807.37,37535.0,37619.85,3031.87293,2023-11-30 16:00:00
1701374400000,37723.96,37809.99,37604.0,37749.34,2218.25277,2023-11-30 20:00:00
1701388800000,38043.05,38082.42,37615.86,37723.97,4933.88554,2023-12-01 00:00:00
1701403200000,38244.08,38348.0,38022.67,38043.04,7011.86412,2023-12-01 04:00:00
1701417600000,38580.17,38833.0,38215.0,38244.08,11354.6813,2023-12-01 08:00:00
1701432000000,38413.5,38629.65,38219.0,38580.17,6597.90033,2023-12-01 12:00:00
1701446400000,38762.4,38999.0,38395.0,38413.51,9900.23568,2023-12-01 16:00:00
1701460800000,38682.52,38900.0,38645.0,38762.4,3617.09627,2023-12-01 20:00:00
1701475200000,38782.27,38795.05,38641.61,38682.51,2236.42755,2023-12-02 00:00:00
1701489600000,38702.48,38826.94,38702.47,38782.27,2038.73396,2023-12-02 04:00:00
1701504000000,38740.16,38789.52,38651.1,38702.48,2142.02023,2023-12-02 08:00:00
1701518400000,38811.75,38869.36,38708.64,38740.17,3232.54427,2023-12-02 12:00:00
1701532800000,39420.0,39705.0,38703.44,38811.76,10333.55099,2023-12-02 16:00:00
1701547200000,39450.35,39717.14,39286.54,39419.99,6713.64461,2023-12-02 20:00:00
1701561600000,39381.11,39555.53,39274.86,39450.35,3283.21647,2023-12-03 00:00:00
1701576000000,39478.72,39490.0,39315.39,39381.12,2130.05497,2023-12-03 04:00:00
1701590400000,39479.7,39544.0,39400.0,39478.71,2096.23661,2023-12-03 08:00:00
1701604800000,39760.42,39805.93,39381.34,39479.69,5648.4296,2023-12-03 12:00:00
1701619200000,39565.99,39841.1,39430.01,39760.42,4098.19535,2023-12-03 16:00:00
1701633600000,39972.26,40250.0,39552.98,39565.99,9454.52035,2023-12-03 20:00:00
1701648000000,40709.77,40884.98,39972.26,39972.26,11807.31888,2023-12-04 00:00:00
1701662400000,41441.1,41750.0,40700.0,40709.77,14673.24426,2023-12-04 04:00:00
1701676800000,41596.01,42154.83,41349.43,41441.1,19218.60165,2023-12-04 08:00:00
1701691200000,41270.33,41914.16,41144.87,41596.01,14452.61587,2023-12-04 12:00:00
1701705600000,41987.28,42049.97,41179.55,41270.32,8928.03794,2023-12-04 16:00:00
1701720000000,41991.1,42420.0,41717.64,41987.29,10192.51199,2023-12-04 20:00:00
1701734400000,41829.99,41991.1,41622.21,41991.1,5569.22291,2023-12-05 00:00:00
1701748800000,41528.0,41919.08,41414.0,41829.98,6502.11306,2023-12-05 04:00:00
1701763200000,41726.09,41758.77,41420.0,41528.0,5282.22923,2023-12-05 08:00:00
1701777600000,42268.29,42497.0,41694.0,41726.09,11103.57913,2023-12-05 12:00:00
1701792000000,43814.36,44100.0,42133.66,42268.28,25610.5034,2023-12-05 16:00:00
1701806400000,44073.32,44488.0,43395.99,43814.37,13423.09871,2023-12-05 20:00:00
1701820800000,43736.06,44146.08,43565.62,44073.82,8344.08213,2023-12-06 00:00:00
1701835200000,43688.87,43857.13,43444.0,43736.06,6907.08616,2023-12-06 04:00:00
1701849600000,43839.21,44297.21,43335.28,43688.87,12015.24809,2023-12-06 08:00:00
1701864000000,43785.2,44279.98,43721.73,43839.22,11241.1126,2023-12-06 12:00:00
1701878400000,43984.71,44146.71,43730.47,43785.2,7167.73459,2023-12-06 16:00:00
1701892800000,43762.69,44071.0,43600.78,43984.71,5755.84135,2023-12-06 20:00:00
1701907200000,43926.84,43999.84,43710.0,43762.69,2845.29665,2023-12-07 00:00:00
1701921600000,43884.01,44047.33,43838.19,43926.85,4086.82628,2023-12-07 04:00:00
1701936000000,43188.03,43896.48,42821.1,43884.01,14235.78276,2023-12-07 08:00:00
1701950400000,43659.99,43925.0,42955.0,43188.03,9633.99747,2023-12-07 12:00:00
1701964800000,43203.58,43755.26,43058.42,43659.99,10159.41241,2023-12-07 16:00:00
1701979200000,43273.14,43456.06,43079.98,43203.57,6141.95288,2023-12-07 20:00:00
1701993600000,43366.01,43524.99,43261.1,43273.15,4504.95753,2023-12-08 00:00:00
1702008000000,43166.01,43550.0,43117.38,43366.0,6833.16986,2023-12-08 04:00:00
1702022400000,43653.82,43729.73,43081.1,43166.01,6857.83835,2023-12-08 08:00:00
