start_time,close,high,low,open,volume,datetime
1571443200000,7947.13,8108.54,7852.12,7945.57,78024.395,2019-10-19
1571529600000,8218.23,8300.5,7871.17,7947.78,78663.915,2019-10-20
1571616000000,8201.74,8334.57,8150.0,8218.23,59928.516,2019-10-21
1571702400000,8020.89,8290.0,8000.0,8201.0,69506.88,2019-10-22
1571788800000,7465.0,8047.78,7172.76,8020.68,108484.139,2019-10-23
1571875200000,7411.35,7495.81,7337.44,7465.18,66719.534,2019-10-24
1571961600000,8650.0,8800.0,7359.0,7410.07,165118.926,2019-10-25
1572048000000,9232.22,10408.48,8626.89,8650.0,248161.161,2019-10-26
1572134400000,9533.32,9803.83,9066.07,9234.75,163544.019,2019-10-27
1572220800000,9217.36,9930.13,9156.03,9534.37,155599.975,2019-10-28
1572307200000,9415.02,9569.1,9070.0,9215.78,124703.014,2019-10-29
1572393600000,9165.3,9418.65,8975.72,9415.02,98464.858,2019-10-30
1572480000000,9150.0,9438.64,8933.0,9163.4,98836.044,2019-10-31
1572566400000,9231.01,9280.0,9050.27,9149.88,87256.949,2019-11-01
1572652800000,9287.8,9375.0,9194.98,9231.7,56602.055,2019-11-02
1572739200000,9197.88,9366.69,9073.0,9288.96,75612.722,2019-11-03
1572825600000,9395.46,9550.0,9126.01,9197.86,90433.357,2019-11-04
1572912000000,9313.2,9457.13,9164.33,9395.47,113738.226,2019-11-05
1572998400000,9343.6,9450.0,9259.48,9313.1,73767.911,2019-11-06
1573084800000,9219.64,9381.93,9091.2,9344.29,77389.569,2019-11-07
1573171200000,8775.03,9259.3,8669.85,9221.63,151851.16,2019-11-08
1573257600000,8811.15,8878.0,8727.0,8775.6,66846.392,2019-11-09
1573344000000,9041.31,9187.0,8760.0,8811.3,91099.197,2019-11-10
1573430400000,8728.93,9072.91,8611.11,9041.31,113373.762,2019-11-11
1573516800000,8817.0,8889.06,8552.12,8729.89,107520.546,2019-11-12
1573603200000,8774.76,8838.0,8712.0,8817.94,58585.811,2019-11-13
1573689600000,8642.25,8798.06,8581.39,8774.78,87099.995,2019-11-14
1573776000000,8473.27,8780.0,8380.0,8642.47,145602.497,2019-11-15
1573862400000,8491.06,8540.54,8435.0,8473.3,48657.04,2019-11-16
1573948800000,8504.04,8631.0,8355.78,8491.18,72152.266,2019-11-17
1574035200000,8183.26,8504.71,8050.0,8504.13,123477.142,2019-11-18
1574121600000,8131.7,8212.87,8000.0,8183.3,110854.03,2019-11-19
1574208000000,8094.05,8230.0,8037.5,8131.12,87352.38,2019-11-20
1574294400000,7621.9,8131.51,7432.0,8094.57,180289.189,2019-11-21
1574380800000,7262.72,7765.03,6762.73,7621.89,371213.951,2019-11-22
1574467200000,7305.99,7345.84,7073.38,7261.89,139643.311,2019-11-23
1574553600000,6900.86,7324.92,6855.91,7306.19,183676.078,2019-11-24
1574640000000,7102.03,7386.29,6510.19,6899.77,333987.914,2019-11-25
1574726400000,7150.0,7340.06,7011.9,7103.34,193962.094,2019-11-26
1574812800000,7506.77,7669.2,6850.0,7149.97,297842.994,2019-11-27
1574899200000,7415.79,7643.0,7356.0,7506.78,175000.609,2019-11-28
1574985600000,7736.66,7850.0,7394.57,7417.0,185819.186,2019-11-29
1575072000000,7542.93,7800.0,7444.18,7737.23,141966.392,2019-11-30
1575158400000,7387.38,7541.08,7222.29,7541.08,196291.252,2019-12-01
1575244800000,7291.0,7416.75,7137.74,7388.0,143966.953,2019-12-02
1575331200000,7290.86,7404.42,7231.35,7291.74,84699.47,2019-12-03
1575417600000,7191.0,7800.0,7070.0,7290.85,274879.481,2019-12-04
1575504000000,7384.99,7480.0,7142.54,7189.42,176315.108,2019-12-05
1575590400000,7522.1,7602.44,7295.73,7384.66,136218.707,2019-12-06
1575676800000,7487.2,7616.91,7467.44,7521.13,83208.782,2019-12-07
1575763200000,7508.2,7559.39,7376.0,7487.19,84380.338,2019-12-08
1575849600000,7337.49,7676.48,7269.05,7507.87,136440.176,2019-12-09
1575936000000,7220.98,7403.71,7152.0,7338.2,126662.794,2019-12-10
1576022400000,7205.77,7267.0,7117.74,7220.92,97320.727,2019-12-11
1576108800000,7194.77,7295.12,7080.0,7206.78,140594.105,2019-12-12
1576195200000,7252.98,7298.0,7190.0,7194.08,80178.833,2019-12-13
1576281600000,7061.34,7266.14,7007.86,7252.98,97837.512,2019-12-14
1576368000000,7115.0,7196.0,7004.77,7060.79,87933.233,2019-12-15
1576454400000,6887.54,7147.34,6831.0,7115.45,117597.89,2019-12-16
1576540800000,6618.96,6940.0,6550.0,6887.48,166411.289,2019-12-17
1576627200000,7277.44,7479.99,6427.0,6618.96,328489.593,2019-12-18
1576713600000,7146.29,7367.87,7042.82,7278.11,158849.566,2019-12-19
1576800000000,7184.39,7217.08,7078.17,7146.29,86449.566,2019-12-20
1576886400000,7131.01,7185.0,7108.0,7184.39,44340.865,2019-12-21
1576972800000,7502.92,7517.61,7122.0,7131.02,129797.395,2019-12-22
1577059200000,7314.01,7691.0,7262.0,7502.92,215298.787,2019-12-23
1577145600000,7252.04,7434.55,7156.08,7314.03,149081.004,2019-12-24
1577232000000,7201.45,7267.63,7123.19,7251.57,96965.072,2019-12-25
1577318400000,7197.46,7438.8,7151.0,7201.67,133973.533,2019-12-26
1577404800000,7248.4,7270.0,7078.89,7197.84,112284.61,2019-12-27
1577491200000,7311.48,7359.15,7235.0,7248.4,91292.882,2019-12-28
