start_time,close,high,low,open,volume,datetime
1571443200000,7948.01,8098.1,7866.92,7946.89,26627.889388,2019-10-19
1571529600000,8223.35,8297.0,7870.0,7949.87,34286.452654,2019-10-20
1571616000000,8197.27,8333.0,8142.03,8223.35,30448.679539,2019-10-21
1571702400000,8020.0,8297.99,8000.0,8197.28,34651.828663,2019-10-22
1571788800000,7466.62,8047.59,7300.0,8020.06,63897.457098,2019-10-23
1571875200000,7412.41,7503.68,7337.99,7468.47,32714.383265,2019-10-24
1571961600000,8655.02,8799.0,7361.0,7412.41,90748.218174,2019-10-25
1572048000000,9230.0,10370.0,8470.38,8655.88,162588.585413,2019-10-26
1572134400000,9529.93,9794.98,9074.34,9230.0,93833.541604,2019-10-27
1572220800000,9205.14,9902.1,9160.0,9528.23,80174.217323,2019-10-28
1572307200000,9407.62,9550.0,9072.0,9204.45,64158.462446,2019-10-29
1572393600000,9154.72,9409.84,9001.01,9407.62,55241.786434,2019-10-30
1572480000000,9140.85,9405.0,8913.0,9154.02,54376.024902,2019-10-31
1572566400000,9231.61,9279.0,9030.0,9140.86,43594.814115,2019-11-01
1572652800000,9289.52,9373.74,9186.21,9231.4,28923.060828,2019-11-02
1572739200000,9194.71,9362.57,9066.14,9289.85,27894.378279,2019-11-03
1572825600000,9393.35,9513.68,9115.84,9196.46,45894.456277,2019-11-04
1572912000000,9308.66,9454.95,9175.76,9392.4,45935.873665,2019-11-05
1572998400000,9339.05,9440.91,9250.01,9307.73,37336.170372,2019-11-06
1573084800000,9216.2,9375.0,9101.0,9339.16,39117.470853,2019-11-07
1573171200000,8773.73,9261.0,8696.0,9214.0,62107.289243,2019-11-08
1573257600000,8809.41,8880.0,8724.88,8773.74,29469.481405,2019-11-09
1573344000000,9039.47,9147.19,8750.0,8809.18,34422.029797,2019-11-10
1573430400000,8733.27,9072.32,8618.68,9040.16,44888.053545,2019-11-11
1573516800000,8821.94,8888.0,8567.6,8733.36,40366.629471,2019-11-12
1573603200000,8777.12,8844.99,8702.0,8821.91,26810.116918,2019-11-13
1573689600000,8646.68,8800.0,8582.6,8777.54,33468.468961,2019-11-14
1573776000000,8471.73,8790.0,8400.0,8646.38,46087.417751,2019-11-15
1573862400000,8491.02,8543.0,8400.0,8471.62,20902.299752,2019-11-16
1573948800000,8502.4,8635.0,8350.68,8490.74,27009.037082,2019-11-17
1574035200000,8187.17,8503.52,8060.0,8502.87,43017.69094,2019-11-18
