start_time,close,high,low,open,volume,datetime
1701129600000,2028.74,2042.0,2021.5,2029.09,68027.09,2023-11-28 00:00:00
1701144000000,2014.88,2031.14,1995.09,2028.74,131394.74,2023-11-28 04:00:00
1701158400000,2028.81,2029.89,2006.0,2014.88,64533.08,2023-11-28 08:00:00
1701172800000,2037.36,2042.93,2019.57,2028.81,112033.96,2023-11-28 12:00:00
1701187200000,2060.34,2076.59,2035.98,2037.36,203857.01,2023-11-28 16:00:00
1701201600000,2049.01,2066.54,2043.76,2060.34,71657.29,2023-11-28 20:00:00
1701216000000,2053.96,2058.6,2039.22,2049.01,51763.89,2023-11-29 00:00:00
1701230400000,2058.17,2064.55,2048.0,2053.96,40980.82,2023-11-29 04:00:00
1701244800000,2053.5,2077.0,2045.04,2058.17,107775.78,2023-11-29 08:00:00
1701259200000,2031.67,2062.55,2020.07,2053.5,156907.64,2023-11-29 12:00:00
1701273600000,2039.14,2043.95,2015.34,2031.67,129564.28,2023-11-29 16:00:00
1701288000000,2029.05,2040.52,2020.08,2039.14,60010.17,2023-11-29 20:00:00
1701302400000,2041.24,2041.5,2022.36,2029.05,48509.73,2023-11-30 00:00:00
1701316800000,2036.52,2045.8,2032.0,2041.24,67626.82,2023-11-30 04:00:00
1701331200000,2045.88,2047.61,2021.04,2036.52,64802.06,2023-11-30 08:00:00
1701345600000,2033.53,2053.77,2024.57,2045.88,160988.26,2023-11-30 12:00:00
1701360000000,2042.22,2045.1,2028.76,2033.53,54285.39,2023-11-30 16:00:00
1701374400000,2052.92,2056.0,2040.28,2042.22,57371.23,2023-11-30 20:00:00
1701388800000,2093.1,2094.87,2045.59,2052.92,158708.15,2023-12-01 00:00:00
1701403200000,2093.61,2109.6,2087.69,2093.1,148881.54,2023-12-01 04:00:00
1701417600000,2093.89,2113.26,2087.18,2093.61,129422.5,2023-12-01 08:00:00
1701432000000,2080.45,2096.2,2071.01,2093.89,130790.26,2023-12-01 12:00:00
1701446400000,2090.88,2111.86,2078.6,2080.45,203413.27,2023-12-01 16:00:00
1701460800000,2088.28,2097.49,2082.76,2090.88,41644.01,2023-12-01 20:00:00
1701475200000,2093.6,2098.12,2087.35,2088.28,34535.04,2023-12-02 00:00:00
1701489600000,2096.6,2107.35,2090.51,2093.6,42064.45,2023-12-02 04:00:00
1701504000000,2099.77,2108.46,2096.59,2096.6,48369.1,2023-12-02 08:00:00
1701518400000,2105.15,2109.87,2093.6,2099.77,73537.79,2023-12-02 12:00:00
1701532800000,2160.42,2198.0,2098.04,2105.15,417773.25,2023-12-02 16:00:00
1701547200000,2166.76,2178.89,2154.05,2160.42,120172.31,2023-12-02 20:00:00
1701561600000,2163.76,2179.68,2157.57,2166.76,73207.97,2023-12-03 00:00:00
1701576000000,2166.67,2166.8,2152.67,2163.76,59445.4,2023-12-03 04:00:00
1701590400000,2160.44,2169.45,2157.6,2166.67,54905.39,2023-12-03 08:00:00
1701604800000,2161.44,2166.6,2150.38,2160.44,114126.55,2023-12-03 12:00:00
1701619200000,2168.86,2170.25,2150.8,2161.44,72267.84,2023-12-03 16:00:00
1701633600000,2194.52,2223.61,2166.48,2168.86,248484.78,2023-12-03 20:00:00
1701648000000,2212.13,2231.99,2193.22,2194.52,157469.41,2023-12-04 00:00:00
1701662400000,2248.41,2268.29,2211.86,2212.13,201497.29,2023-12-04 04:00:00
1701676800000,2239.16,2277.99,2213.59,2248.41,275942.08,2023-12-04 08:00:00
1701691200000,2212.91,2257.67,2201.16,2239.16,211539.27,2023-12-04 12:00:00
1701705600000,2235.56,2236.55,2210.45,2212.91,105269.27,2023-12-04 16:00:00
1701720000000,2245.0,2256.61,2221.78,2235.56,112636.34,2023-12-04 20:00:00
1701734400000,2232.37,2255.0,2224.15,2245.0,77605.5,2023-12-05 00:00:00
1701748800000,2200.62,2239.34,2186.53,2232.37,148464.68,2023-12-05 04:00:00
1701763200000,2205.37,2210.87,2190.5,2200.62,110342.0,2023-12-05 08:00:00
