start_time,close,high,low,open,volume,datetime
1701129600000,37144.9,37371.8,37111.5,37256.0,9608.213,2023-11-28 00:00:00
1701144000000,37105.3,37160.0,36880.0,37144.9,13301.031,2023-11-28 04:00:00
1701158400000,37261.4,37269.5,36933.0,37105.3,12108.066,2023-11-28 08:00:00
1701172800000,37522.0,37588.0,37142.3,37261.4,22456.497,2023-11-28 12:00:00
1701187200000,38135.1,38430.0,37522.0,37522.0,64502.967,2023-11-28 16:00:00
1701201600000,37820.0,38299.0,37635.8,38135.1,22665.97,2023-11-28 20:00:00
1701216000000,37951.0,38115.4,37673.3,37820.0,16685.26,2023-11-29 00:00:00
1701230400000,38111.2,38251.0,37876.0,37951.0,10534.604,2023-11-29 04:00:00
1701244800000,38114.7,38600.1,37909.9,38111.2,32959.071,2023-11-29 08:00:00
1701259200000,37837.3,38297.7,37566.0,38114.7,34976.274,2023-11-29 12:00:00
1701273600000,37884.2,37945.3,37647.0,37837.3,16211.143,2023-11-29 16:00:00
1701288000000,37858.6,37898.2,37581.8,37884.2,10890.665,2023-11-29 20:00:00
1701302400000,38053.6,38059.7,37697.0,37858.6,9016.684,2023-11-30 00:00:00
1701316800000,37802.3,38145.0,37761.8,38053.6,10481.302,2023-11-30 04:00:00
1701331200000,37882.4,37911.8,37584.0,37802.3,14708.979,2023-11-30 08:00:00
1701345600000,37625.0,37978.3,37429.0,37882.4,31481.861,2023-11-30 12:00:00
1701360000000,37755.9,37817.0,37533.0,37625.0,8098.439,2023-11-30 16:00:00
1701374400000,37727.4,37812.0,37591.0,37755.9,6128.493,2023-11-30 20:00:00
1701388800000,38048.1,38093.5,37612.8,37727.4,15188.741,2023-12-01 00:00:00
1701403200000,38256.4,38364.4,38024.7,38048.1,20516.827,2023-12-01 04:00:00
1701417600000,38596.7,38873.2,38232.6,38256.4,38621.219,2023-12-01 08:00:00
1701432000000,38419.1,38641.0,38209.0,38596.7,23297.048,2023-12-01 12:00:00
1701446400000,38765.0,39031.6,38401.0,38419.1,36521.033,2023-12-01 16:00:00
1701460800000,38684.8,38933.0,38646.4,38765.0,9478.107,2023-12-01 20:00:00
1701475200000,38786.9,38797.3,38640.0,38684.8,4574.526,2023-12-02 00:00:00
1701489600000,38711.2,38849.6,38708.5,38786.9,5353.886,2023-12-02 04:00:00
1701504000000,38750.1,38806.4,38650.0,38711.2,4727.077,2023-12-02 08:00:00
1701518400000,38810.7,38887.0,38724.0,38750.1,7448.802,2023-12-02 12:00:00
1701532800000,39434.7,39894.0,38706.9,38810.7,45925.465,2023-12-02 16:00:00
1701547200000,39455.0,39779.8,39290.3,39434.7,22671.981,2023-12-02 20:00:00
1701561600000,39392.0,39568.6,39280.0,39455.0,8079.913,2023-12-03 00:00:00
1701576000000,39487.0,39503.8,39319.5,39392.0,5429.802,2023-12-03 04:00:00
