start_time,close,high,low,open,volume,datetime
1571529600000,175.22,176.88,169.21,171.84,299141.07152,2019-10-20
1571616000000,173.98,177.9,171.59,175.18,270608.51385,2019-10-21
1571702400000,171.2,175.04,170.3,174.0,255429.41624,2019-10-22
1571788800000,162.35,171.49,153.45,171.19,746955.09806,2019-10-23
1571875200000,160.38,163.72,158.72,162.35,387310.83766,2019-10-24
1571961600000,181.5,187.78,160.25,160.39,904832.86059,2019-10-25
1572048000000,179.49,197.74,173.8,181.53,1211737.43684,2019-10-26
1572134400000,183.75,188.7,176.22,179.42,724423.40525,2019-10-27
1572220800000,181.72,189.48,180.35,183.84,582179.44545,2019-10-28
1572307200000,190.46,192.74,181.26,181.67,529964.5054,2019-10-29
1572393600000,183.13,191.71,179.28,190.45,537770.43056,2019-10-30
1572480000000,182.18,185.27,177.66,183.14,410969.86104,2019-10-31
1572566400000,182.85,184.5,177.02,182.19,331519.76963,2019-11-01
1572652800000,182.91,186.0,181.53,182.86,179864.39739,2019-11-02
1572739200000,181.54,184.7,178.95,182.9,232621.52147,2019-11-03
1572825600000,185.71,188.64,180.36,181.53,321175.29134,2019-11-04
1572912000000,188.68,192.51,182.22,185.71,389668.6472,2019-11-05
1572998400000,191.16,195.09,187.72,188.65,343219.9224,2019-11-06
1573084800000,186.68,192.27,184.59,191.16,309882.08206,2019-11-07
1573171200000,183.74,188.26,181.41,186.67,365029.75027,2019-11-08
1573257600000,184.89,185.79,182.63,183.71,192073.38044,2019-11-09
1573344000000,188.96,191.58,183.3,184.86,274940.53448,2019-11-10
1573430400000,184.98,190.19,184.06,188.96,255579.93429,2019-11-11
1573516800000,187.09,187.65,182.41,184.98,256782.63119,2019-11-12
1573603200000,188.11,189.66,185.3,187.09,197273.84001,2019-11-13
1573689600000,184.92,188.72,183.34,188.07,245505.29971,2019-11-14
1573776000000,180.0,186.7,177.67,184.93,407466.78964,2019-11-15
1573862400000,182.37,183.46,179.3,179.99,172801.52576,2019-11-16
1573948800000,183.82,186.09,180.0,182.37,198892.4372,2019-11-17
1574035200000,178.2,184.06,175.01,183.82,293551.23632,2019-11-18
1574121600000,175.94,178.52,172.65,178.2,275886.6411,2019-11-19
1574208000000,174.72,177.41,173.5,175.93,216315.93309,2019-11-20
1574294400000,161.01,175.85,157.26,174.75,473895.92992,2019-11-21
1574380800000,149.56,162.79,138.0,161.02,977977.23794,2019-11-22
1574467200000,151.84,154.33,146.11,149.55,369721.0996,2019-11-23
1574553600000,139.96,152.86,138.62,151.84,352319.21558,2019-11-24
1574640000000,145.69,151.5,131.45,139.99,749675.41303,2019-11-25
