datetime,start_time,close,high,low,open,volume,Year,Month,Day,DayOfWeek,Quarter,IsMonthEnd,MA_5,MA_20,MA_50,EMA_5,EMA_20,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,Bollinger_Middle,Bollinger_Std,Bollinger_Upper,Bollinger_Lower,Daily_Return,Log_Return,Volatility_20d
2020-05-08,1588896000000,9805.0,10035.0,9716.5,9986.5,20871.076,2020,5,8,4,2,0,9367.5,8227.975,37458.41,9464.163453760257,8483.046191782238,8920.421916082036,8246.906054010722,85.66347046087226,673.5158620713137,524.0015994836722,8227.975,971.4613717027149,10170.89774340543,6285.05225659457,-0.018174535623091126,-0.01834172127477976,0.0397190393479123
2020-05-09,1588982400000,9546.0,9912.0,9525.5,9805.0,16024.389,2020,5,9,5,2,0,9502.1,8349.35,37458.41,9491.442302506839,8584.279887802977,9016.664698223261,8343.135235195114,79.09432870370371,673.5294630281478,553.9071721925673,8349.35,977.1770310440138,10303.704062088029,6394.995937911973,-0.026415094339622636,-0.02677024106460478,0.04019296074399655
2020-05-10,1589068800000,8725.0,9569.0,8153.0,9546.0,101828.006,2020,5,10,6,2,0,9442.4,8444.225,37458.41,9235.96153500456,8597.681803250312,8971.793206188913,8371.421514069549,62.540953767746636,600.3716921193645,563.2000761779268,8444.225,911.5540298534686,10267.333059706938,6621.116940293063,-0.0859508094533271,-0.08987089248992418,0.044554825968684195
2020-05-11,1589155200000,8559.0,9158.5,8182.0,8725.0,52692.837,2020,5,11,0,2,0,9324.3,8530.3,37458.41,9010.307690003041,8593.997821988378,8908.286559082926,8385.316216731064,59.35085007727975,522.9703423518622,555.1541294127139,8530.3,829.4295503220036,10189.159100644007,6871.440899355992,-0.019025787965616048,-0.019209107189018228,0.0450727205934716
2020-05-12,1589241600000,8813.0,8973.0,8531.5,8559.0,12481.242,2020,5,12,1,2,0,9089.6,8614.8,37458.41,8944.538460002028,8614.8551722752,8893.627088454783,8416.996496973206,62.07674943566592,476.63059148157663,539.4494218264865,8614.8,761.8445483098673,10138.489096619734,7091.110903380265,0.029676364061222094,0.029244543218050773,0.04473592302110099
2020-05-13,1589328000000,9301.5,9400.5,8794.5,8813.0,11279.548,2020,5,13,2,2,0,8988.9,8705.7,7589.17,9063.525640001353,8680.2499177728,8956.376767154048,8482.51527497519,56.7400540749324,473.8614921788576,526.3318358969607,8705.7,727.4394964893115,10160.578992978624,7250.821007021377,0.055429479178486396,0.053947773358381926,0.04496931758658881
2020-05-14,1589414400000,9788.0,9940.0,9258.5,9301.5,27688.885,2020,5,14,3,2,0,9037.3,8820.15,7650.96,9305.017093334236,8785.749925603963,9084.318802976502,8579.21784719925,63.789423760967516,505.10095577725224,522.085659873019,8820.15,707.3846772293972,10234.919354458794,7405.380645541205,0.052303391926033393,0.05098146810451991,0.045788847062317416
2020-05-15,1589500800000,9315.0,9840.5,9140.5,9788.0,21995.281,2020,5,15,4,2,0,9155.3,8909.15,7702.59,9308.344728889491,8836.154694594063,9119.808217903195,8633.720228888194,55.50116809433753,486.08798901500086,514.8861257014155,8909.15,646.5419980659792,10202.233996131958,7616.066003868042,-0.04832447895382097,-0.049531141526873414,0.04786733040962003
2020-05-16,1589587200000,9382.5,9583.0,9220.0,9315.0,9930.97,2020,5,16,5,2,0,9320.0,8993.7,7763.16,9333.063152592995,8888.1875808232,9160.22233822578,8689.185397118697,54.64852607709751,471.0369411070824,506.1162887825489,8993.7,586.7272835510109,10167.154567102023,7820.245432897978,0.007246376811594235,0.007220247973487097,0.04782826787908111
2020-05-17,1589673600000,9675.0,9886.0,9323.0,9382.5,12084.105,2020,5,17,6,2,0,9492.4,9088.825,7832.05,9447.042101728664,8963.122096935276,9239.41890157566,8762.20870103583,58.43243243243243,477.2102005398301,500.33507113400515,9088.825,529.7762257237439,10148.377451447488,8029.272548552513,0.031175059952038398,0.030698986888806686,0.04803891459009655
2020-05-18,1589760000000,9728.5,9957.5,9479.0,9675.0,15272.031,2020,5,18,0,2,0,9577.8,9188.1,7909.16,9540.861401152444,9036.015230560488,9314.662147487097,8833.785834292436,59.18608396864598,480.87631319466163,496.4433195461365,9188.1,443.278622135215,10074.657244270431,8301.54275572957,0.005529715762274012,0.0055144830134482925,0.04792187112591859
2020-05-19,1589846400000,9770.0,9896.0,9470.0,9728.5,15195.118,2020,5,19,1,2,0,9574.2,9237.7,7976.77,9617.24093410163,9105.91854193568,9384.714124796774,8903.135031752256,58.207806487080816,481.57909304451823,493.47047424581285,9237.7,450.41765413656236,10138.535308273125,8336.864691726876,0.004265816929639676,0.004256744125397644,0.03852079470490076
2020-05-20,1589932800000,9511.0,9848.5,9323.5,9770.0,15495.024,2020,5,20,2,2,0,9613.4,9282.0,8038.89,9581.827289401088,9144.497728417995,9404.142720981885,8948.162066437273,53.86176690524517,455.98065454461175,485.97251030557265,9282.0,430.0971126568724,10142.194225313744,8421.805774686256,-0.026509723643807548,-0.026867442554442896,0.03886433322586273
2020-05-21,1590019200000,9067.0,9573.0,8813.0,9511.0,21825.811,2020,5,21,3,2,0,9550.3,9294.325,8087.39,9410.218192934059,9137.116992378185,9352.274610061595,8956.964876330809,39.27696793002916,395.3097337307863,467.8399549906154,9294.325,419.57946600073575,10133.483932001473,8455.166067998529,-0.04668278835033124,-0.047807574836329435,0.04032928987295831
2020-05-22,1590105600000,9168.0,9264.5,8933.5,9067.0,9493.212,2020,5,22,4,2,0,9448.9,9304.1,8134.82,9329.478795289373,9140.058231199311,9323.924670052118,8972.597107713713,42.42928452579036,351.3275623384052,444.5374764601734,9304.1,413.9264681711239,10131.952936342248,8476.247063657753,0.011139296349398808,0.01107771130846458,0.04023225832036795
2020-05-23,1590192000000,9172.5,9308.5,9082.0,9168.0,7723.913,2020,5,23,5,2,0,9337.7,9317.975,8183.72,9277.152530192916,9143.147923466044,9300.628566967176,8987.404729364549,45.27514231499051,313.2238376026271,418.2747486886642,9317.975,404.0240181435144,10126.02303628703,8509.926963712971,0.0004908376963350669,0.0004907172749162983,0.04015877760265098
2020-05-24,1590278400000,8710.0,9295.0,8690.0,9172.5,17050.058,2020,5,24,6,2,0,9125.7,9309.825,8220.65,9088.101686795279,9101.895740278802,9209.76263358761,8966.8562308931,49.791318864774624,242.9064026945107,383.20107948983355,9309.825,414.968301738045,10139.76160347609,8479.888396523911,-0.05042245843554105,-0.05173808638288867,0.04185437486787014
2020-05-25,1590364800000,8893.5,8974.0,8640.5,8710.0,10598.736,2020,5,25,0,2,0,9002.2,9303.325,8263.1,9023.23445786352,9082.048526918916,9161.1068438049,8961.42243601213,54.631039734182465,199.6844077927708,346.497745150421,9303.325,420.66830523145495,10144.66161046291,8461.988389537091,0.02106773823191732,0.020848881968983584,0.041952401698873286
2020-05-26,1590451200000,8842.0,9011.0,8683.5,8893.5,9944.263,2020,5,26,1,2,0,8957.2,9287.95,8293.49,8962.822971909014,9059.186762450448,9112.01348321953,8952.576329640862,50.42534467585803,159.43715357866859,309.08562683607056,9287.95,432.05174214985595,10152.053484299713,8423.846515700288,-0.005790746050486351,-0.005807577429343606,0.041841480110077
2020-05-27,1590537600000,9194.5,9222.0,8815.0,8842.0,10589.41,2020,5,27,2,2,0,8962.5,9248.35,8333.41,9040.048647939344,9072.073737455166,9124.703716570371,8970.496601519319,48.36541399327834,154.20711505105282,278.10992447906705,9248.35,399.74353949552443,10047.83707899105,8448.862921008951,0.03986654603030981,0.03909238379471928,0.037176956739287614
2020-05-28,1590624000000,9572.0,9614.5,9112.5,9194.5,12719.54,2020,5,28,3,2,0,9042.4,9236.7,8377.72,9217.365765292896,9119.685762459436,9193.5185294057,9015.052408814183,46.5865992414665,178.4661205915163,258.1811637015569,9236.7,385.81961288171885,10008.339225763439,8465.060774236563,0.04105715373321006,0.04023669084735607,0.038285627785979576
2020-05-29,1590710400000,9425.0,9600.0,9329.5,9572.0,9592.081,2020,5,29,4,2,0,9185.4,9230.65,8420.58,9286.57717686193,9148.76330889187,9229.131063343284,9045.41889705017,51.93798449612404,183.71216629311493,243.28736421986852,9230.65,381.6402997863846,9993.930599572768,8467.369400427231,-0.015357292101964015,-0.015476436712052382,0.03797017538285914
2020-05-30,1590796800000,9693.0,9735.0,9327.5,9425.0,13344.845,2020,5,30,5,2,0,9345.3,9279.05,8477.3,9422.051451241288,9200.595374711691,9300.495515136625,9093.387867639045,55.10942899456969,207.10764749757982,236.0514208754108,9279.05,375.4696322431826,10029.989264486365,8528.110735513634,0.02843501326259945,0.028038242176396416,0.032555180296232555
2020-05-31,1590883200000,9449.5,9695.0,9390.5,9693.0,10117.133,2020,5,31,6,2,1,9466.8,9323.575,8528.8,9431.200967494193,9224.300577120102,9323.419282038683,9119.766544110227,46.22846629871216,203.6527379284562,229.5716842860199,9323.575,336.35062669621414,9996.276253392429,8650.873746607573,-0.025121221500051583,-0.025442145457515785,0.032827008772547205
2020-06-01,1590969600000,10203.5,10352.0,9422.0,9449.5,16716.848,2020,6,1,0,2,0,9668.6,9393.1,8594.85,9688.633978329462,9317.557665013426,9458.816315571194,9200.04309639836,56.43631436314363,258.7732191728337,235.41199126338265,9393.1,367.5244209572862,10128.148841914573,8658.051158085427,0.07979258161807512,0.07676896863404838,0.03648112896662456
2020-06-02,1591056000000,9523.5,10226.0,9288.0,10203.5,20019.999,2020,6,2,1,2,0,9658.9,9404.2,8648.63,9633.589318886308,9337.171220726434,9468.767651637163,9224.002867035519,47.152593277116786,244.76478460164435,237.28254993103502,9404.2,367.96447196919354,10140.128943938387,8668.271056061614,-0.0666437986965257,-0.06896837039052617,0.03829156029857728
2020-06-03,1591142400000,9660.0,9693.5,9395.0,9523.5,5727.814,2020,6,3,2,2,0,9705.9,9397.8,8704.54,9642.392879257539,9367.916818752488,9498.188012923752,9256.298950958813,51.77127912505944,241.88906196493917,238.20385233781587,9397.8,362.0025588743365,10121.805117748672,8673.794882251326,0.014332965821389099,0.014231219927949295,0.03656197577362942
2020-06-04,1591228800000,9789.0,9876.0,9460.0,9660.0,9333.384,2020,6,4,3,2,0,9725.1,9421.5,8767.97,9691.261919505027,9408.019978871298,9542.92831862779,9295.758287924828,59.27782061166795,247.17003070296232,239.99708801084518,9421.5,371.68315595550087,10164.866311911002,8678.133688088998,0.013354037267080843,0.013265658054866729,0.03483377292832973
2020-06-05,1591315200000,9622.5,9851.5,9601.0,9789.0,6481.424,2020,6,5,4,2,0,9759.7,9433.5,8818.43,9668.341279670018,9428.446647550221,9555.170115761975,9319.961377708174,55.74371287754328,235.20873805380143,239.03941801943645,9433.5,374.22333607505885,10181.946672150118,8685.053327849882,-0.01700888752681584,-0.017155200103529156,0.03510159878051051
2020-06-06,1591401600000,9664.0,9730.0,9538.0,9622.5,4077.747,2020,6,6,5,2,0,9651.8,9432.95,8871.27,9666.89418644668,9450.880300164486,9571.913174875517,9345.445720100162,56.15374984349568,226.46745477535478,236.5250253706201,9432.95,373.8576248843924,10180.665249768786,8685.234750231215,0.004312808521693912,0.004303535016694966,0.03442785649926308
2020-06-07,1591488000000,9741.0,9807.5,9380.5,9664.0,8711.38,2020,6,7,6,2,0,9695.3,9433.575,8921.29,9691.596124297786,9478.510747767868,9597.926532586976,9374.746037129778,64.28769401330376,223.18049545719805,233.8561193879357,9433.575,374.38779061709056,10182.350581234183,8684.799418765819,0.007967715231788075,0.007936140596359454,0.034450891109069966
2020-06-08,1591574400000,9776.5,9799.0,9640.5,9741.0,5213.456,2020,6,8,0,2,0,9718.6,9433.9,8974.45,9719.897416198524,9506.890676551882,9625.399373727441,9404.505589934979,62.76011560693642,220.89378379246227,231.26365226884104,9433.9,374.6978993662258,10183.295798732452,8684.504201267548,0.003644389693050032,0.0036377649953739247,0.03444771687258609
