start_time,coinbase_premium_gap,coinbase_premium_gap_usdt_adjusted,coinbase_premium_index,coinbase_premium_index_usdt_adjusted,datetime
1726315200000,17.77,-41.75854451,0.02971869,-0.06990684,2024-09-14 12:00:00
1726318800000,19.81,-81.797487,0.03314421,-0.13708844,2024-09-14 13:00:00
1726322400000,18.52,-4.91895594,0.03091097,-0.00821324,2024-09-14 14:00:00
1726326000000,22.04,8.42659264,0.03680941,0.01407661,2024-09-14 15:00:00
1726329600000,17.23,1.0348627,0.02872529,0.00172575,2024-09-14 16:00:00
1726333200000,21.14,5.35783858,0.03530084,0.0089492,2024-09-14 17:00:00
1726336800000,9.19,-5.15864,0.01537149,-0.00863058,2024-09-14 18:00:00
1726340400000,16.1,1.2575504,0.02691858,0.0021031,2024-09-14 19:00:00
1726344000000,2.79,-6.2136015,0.00464814,-0.01035341,2024-09-14 20:00:00
1726347600000,6.13,-13.07971892,0.01021054,-0.02179343,2024-09-14 21:00:00
1726351200000,24.36,7.5580484,0.04059528,0.01259881,2024-09-14 22:00:00
1726354800000,19.32,2.5219516,0.03220374,0.00420492,2024-09-14 23:00:00
1726358400000,20.45,20.45,0.0340686,0.0340686,2024-09-15 00:00:00
1726362000000,14.83,2.782956,0.02462015,0.00462107,2024-09-15 01:00:00
1726365600000,11.68,-2.7771224,0.01938975,-0.00461136,2024-09-15 02:00:00
1726369200000,31.3,17.4641361,0.05203145,0.02903812,2024-09-15 03:00:00
1726372800000,27.47,-12.18262384,0.04569348,-0.02027789,2024-09-15 04:00:00
1726376400000,8.16,-5.6768,0.01356383,-0.00943834,2024-09-15 05:00:00
1726380000000,6.96,0.3419589,0.01156838,0.00056844,2024-09-15 06:00:00
1726383600000,8.14,-118.2716,0.01352249,-0.19689011,2024-09-15 07:00:00
1726387200000,14.86,-117.293978,0.02473781,-0.19569177,2024-09-15 08:00:00
1726390800000,4.01,-7.79634752,0.00668155,-0.012993,2024-09-15 09:00:00
1726394400000,7.7,-0.098869,0.01283519,-0.00016483,2024-09-15 10:00:00
1726398000000,15.5,7.0999286,0.02583311,0.01183477,2024-09-15 11:00:00
1726401600000,11.83,0.72751708,0.01968242,0.00121065,2024-09-15 12:00:00
1726405200000,14.68,-98.50545169,0.02438944,-0.16396531,2024-09-15 13:00:00
1726408800000,6.69,-1.7491328,0.0110983,-0.00290211,2024-09-15 14:00:00
1726412400000,8.04,-97.33760363,0.01332551,-0.16160926,2024-09-15 15:00:00
1726416000000,9.83,-63.36421505,0.01639698,-0.10582406,2024-09-15 16:00:00
1726419600000,16.56,-64.42645636,0.02768579,-0.10785704,2024-09-15 17:00:00
1726423200000,14.02,1.4260711,0.02337793,0.00237843,2024-09-15 18:00:00
1726426800000,10.76,4.99971524,0.01796981,0.00835061,2024-09-15 19:00:00
1726430400000,5.7,-14.73288774,0.00953241,-0.02464701,2024-09-15 20:00:00
1726434000000,2.91,1.7169662,0.00487832,0.00287838,2024-09-15 21:00:00
1726437600000,-1.45,-2.0443031,-0.00243983,-0.00343987,2024-09-15 22:00:00
1726441200000,-9.67,-13.89675536,-0.01635324,-0.02350292,2024-09-15 23:00:00
1726444800000,-5.2,-3.18011723,-0.00886368,-0.0054205,2024-09-16 00:00:00
1726448400000,-0.19,-1.09313495,-0.00032419,-0.00186522,2024-09-16 01:00:00
1726452000000,-1.37,-1.22725322,-0.00235137,-0.00210636,2024-09-16 02:00:00
1726455600000,-7.9,-1.50887193,-0.01348696,-0.00257568,2024-09-16 03:00:00
1726459200000,-6.22,-2.6576104,-0.01065945,-0.00455417,2024-09-16 04:00:00
1726462800000,-2.17,0.7992887,-0.00369865,0.00136228,2024-09-16 05:00:00
1726466400000,-1.49,2.0324458,-0.00253801,0.00346178,2024-09-16 06:00:00
1726470000000,-14.7,-5.32429843,-0.02495285,-0.00903641,2024-09-16 07:00:00
1726473600000,-13.14,-8.56742155,-0.02229954,-0.01453841,2024-09-16 08:00:00
1726477200000,-5.13,0.68029475,-0.00874881,0.00116007,2024-09-16 09:00:00
1726480800000,-9.41,-5.2975007,-0.01601702,-0.00901639,2024-09-16 10:00:00
1726484400000,-7.54,-2.52540213,-0.01285286,-0.00430449,2024-09-16 11:00:00
1726488000000,-13.7,-132.21917975,-0.0234076,-0.22636507,2024-09-16 12:00:00
1726491600000,-14.02,-119.55637302,-0.023967,-0.20474873,2024-09-16 13:00:00
1726495200000,-19.78,-9.69526772,-0.03433789,-0.01682795,2024-09-16 14:00:00
1726498800000,-18.2,-8.9389296,-0.03144345,-0.01544098,2024-09-16 15:00:00
1726502400000,-6.35,-11.69511075,-0.01098426,-0.02023213,2024-09-16 16:00:00
1726506000000,-20.25,-3.24573404,-0.03480816,-0.00557753,2024-09-16 17:00:00
1726509600000,-15.38,-1.32227224,-0.02656487,-0.00228332,2024-09-16 18:00:00
1726513200000,-7.93,2.4999182,-0.01368563,0.00431359,2024-09-16 19:00:00
1726516800000,-21.22,3.41796365,-0.03678409,0.00592238,2024-09-16 20:00:00
1726520400000,-9.53,-105.80600973,-0.01643231,-0.18274117,2024-09-16 21:00:00
1726524000000,-7.41,0.7058014,-0.01278247,0.00121736,2024-09-16 22:00:00
1726527600000,-5.24,-1.1650207,-0.00900127,-0.00200113,2024-09-16 23:00:00
1726531200000,-0.05,-2.49985173,-8.676e-05,-0.00433794,2024-09-17 00:00:00
1726534800000,0.13,3.60376,0.00022454,0.00622417,2024-09-17 01:00:00
1726538400000,-7.28,-3.21249476,-0.01252677,-0.00552739,2024-09-17 02:00:00
1726542000000,1.69,5.1736,0.00291078,0.00891025,2024-09-17 03:00:00
1726545600000,1.69,5.7672207,0.00290149,0.00990079,2024-09-17 04:00:00
1726549200000,3.55,-17.37960104,0.0060536,-0.02964697,2024-09-17 05:00:00
1726552800000,-2.48,-4.0065368,-0.00424019,-0.00685036,2024-09-17 06:00:00
1726556400000,-1.89,0.45605474,-0.00322001,0.00077695,2024-09-17 07:00:00
1726560000000,-0.57,1.19376,-0.00096952,0.00203042,2024-09-17 08:00:00
1726563600000,-4.46,3.2056424,-0.00756362,0.00543567,2024-09-17 09:00:00
1726567200000,9.79,-115.56463084,0.01652711,-0.19550474,2024-09-17 10:00:00
1726570800000,9.41,9.39168489,0.01592729,0.01589629,2024-09-17 11:00:00
1726574400000,0.03,2.405244,5.052e-05,0.00405036,2024-09-17 12:00:00
1726578000000,6.03,-11.93340224,0.01022623,-0.02024393,2024-09-17 13:00:00
1726581600000,23.08,8.96770514,0.03829741,0.0148839,2024-09-17 14:00:00
1726585200000,12.06,10.22960313,0.01972667,0.01673317,2024-09-17 15:00:00
1726588800000,11.81,1.4614438,0.01940077,0.00240118,2024-09-17 16:00:00
1726592400000,10.66,-0.48989546,0.01748734,-0.0008038,2024-09-17 17:00:00
1726596000000,10.44,-17.53258555,0.01724475,-0.02897363,2024-09-17 18:00:00
1726599600000,7.43,-11.56426115,0.01238994,-0.01929016,2024-09-17 19:00:00
1726603200000,13.21,5.3944,0.02197272,0.00897389,2024-09-17 20:00:00
1726606800000,11.88,4.96390556,0.01969037,0.00822831,2024-09-17 21:00:00
1726610400000,6.39,117.61293766,0.01060757,0.19488009,2024-09-17 22:00:00
1726614000000,-1.39,-7.421399,-0.00230461,-0.01230584,2024-09-17 23:00:00
1726617600000,-0.02,-10.7879,-3.32e-05,-0.0179114,2024-09-18 00:00:00
1726621200000,2.93,-85.13761114,0.00487407,-0.14183441,2024-09-18 01:00:00
1726624800000,7.75,3.37629056,0.01284133,0.00559474,2024-09-18 02:00:00
1726628400000,-0.03,6.020999,-4.958e-05,0.00994943,2024-09-18 03:00:00
1726632000000,6.33,6.33,0.01047493,0.01047493,2024-09-18 04:00:00
1726635600000,-2.49,-1.8875893,-0.00413339,-0.00313336,2024-09-18 05:00:00
1726639200000,2.81,3.94290777,0.00464816,0.00652204,2024-09-18 06:00:00
1726642800000,2.02,-3.24690535,0.00334282,-0.00537365,2024-09-18 07:00:00
1726646400000,0.2,-5.97150409,0.00033224,-0.00992078,2024-09-18 08:00:00
1726650000000,7.15,-14.76119702,0.01198563,-0.02475346,2024-09-18 09:00:00
1726653600000,0.09,-0.80861235,0.00015023,-0.00134979,2024-09-18 10:00:00
1726657200000,2.5,3.09846,0.00417739,0.00517734,2024-09-18 11:00:00
1726660800000,3.26,-39.14161677,0.0054353,-0.06530583,2024-09-18 12:00:00
1726664400000,-11.86,-52.52334822,-0.01992993,-0.08832224,2024-09-18 13:00:00
1726668000000,-6.34,-4.09850723,-0.01065768,-0.00688942,2024-09-18 14:00:00
1726671600000,-2.02,-1.66223634,-0.003399,-0.00279699,2024-09-18 15:00:00
1726675200000,-5.44,-12.25955489,-0.00907949,-0.02046382,2024-09-18 16:00:00
1726678800000,11.61,11.61,0.01934581,0.01934581,2024-09-18 17:00:00
1726682400000,-1.0,-55.31155958,-0.00164935,-0.09131008,2024-09-18 18:00:00
1726686000000,3.02,-29.55725552,0.00502847,-0.04924122,2024-09-18 19:00:00
1726689600000,6.99,8.74992089,0.01160551,0.01452709,2024-09-18 20:00:00
1726693200000,5.51,-0.61108109,0.00915291,-0.0010152,2024-09-18 21:00:00
1726696800000,10.55,57.46783081,0.01738492,0.0946257,2024-09-18 22:00:00
1726700400000,9.19,-6.52668226,0.01488018,-0.01057051,2024-09-18 23:00:00
1726704000000,19.7,-17.45950042,0.03165879,-0.02807496,2024-09-19 00:00:00
1726707600000,22.73,7.04496477,0.03665775,0.01136462,2024-09-19 01:00:00
1726711200000,18.13,11.77831688,0.02914589,0.01893682,2024-09-19 02:00:00
1726714800000,14.69,8.47571628,0.02364854,0.01364591,2024-09-19 03:00:00
1726718400000,23.65,16.82098,0.03809478,0.02709776,2024-09-19 04:00:00
1726722000000,24.51,9.012395,0.03953837,0.014542,2024-09-19 05:00:00
1726725600000,27.62,17.076498,0.04453359,0.02753827,2024-09-19 06:00:00
1726729200000,19.16,12.99220397,0.03085645,0.02092553,2024-09-19 07:00:00
1726732800000,13.1,-18.38684812,0.02115223,-0.02970386,2024-09-19 08:00:00
1726736400000,17.54,7.31119964,0.02816675,0.01174268,2024-09-19 09:00:00
1726740000000,21.5,8.29812908,0.03449935,0.01331817,2024-09-19 10:00:00
1726743600000,15.8,7.87159311,0.02522131,0.0125669,2024-09-19 11:00:00
1726747200000,17.51,11.18801869,0.02782719,0.01778198,2024-09-19 12:00:00
1726750800000,16.33,5.27538019,0.02590584,0.00837031,2024-09-19 13:00:00
1726754400000,8.05,-0.1316579,0.01279081,-0.00020922,2024-09-19 14:00:00
1726758000000,10.19,-1.46255192,0.01613515,-0.00231628,2024-09-19 15:00:00
1726761600000,25.58,11.82946036,0.04024739,0.01861641,2024-09-19 16:00:00
1726765200000,33.5,15.00202797,0.05258266,0.02355449,2024-09-19 17:00:00
1726768800000,33.13,14.2738422,0.05206827,0.02243992,2024-09-19 18:00:00
1726772400000,14.79,2.7721219,0.02338266,0.0043835,2024-09-19 19:00:00
1726776000000,18.41,4.26904354,0.02921446,0.00677598,2024-09-19 20:00:00
1726779600000,4.79,-5.77757247,0.00761771,-0.00918983,2024-09-19 21:00:00
1726783200000,3.93,-1.1052008,0.00624404,-0.0017561,2024-09-19 22:00:00
1726786800000,12.15,1.4488417,0.01930165,0.00230204,2024-09-19 23:00:00
1726790400000,10.71,-54.10794774,0.01706599,-0.08630806,2024-09-20 00:00:00
1726794000000,0.9,-4.68264439,0.00142771,-0.00742895,2024-09-20 01:00:00
1726797600000,-5.57,-81.90833709,-0.00882376,-0.12991268,2024-09-20 02:00:00
1726801200000,-1.54,-74.52859773,-0.00241598,-0.11705587,2024-09-20 03:00:00
1726804800000,4.69,-0.7124632,0.00734605,-0.00111604,2024-09-20 04:00:00
1726808400000,3.75,-18.63773499,0.00587682,-0.02921842,2024-09-20 05:00:00
1726812000000,-34.43,-53.88055816,-0.05396947,-0.08448422,2024-09-20 06:00:00
1726822800000,21.04,21.04,0.03315056,0.03315056,2024-09-20 09:00:00
1726826400000,12.48,12.3781376,0.01960292,0.01944295,2024-09-20 10:00:00
1726830000000,10.82,11.4544,0.01705549,0.0180553,2024-09-20 11:00:00
1726833600000,9.89,10.5241745,0.01559508,0.01659491,2024-09-20 12:00:00
1726837200000,5.87,4.80555037,0.00934171,0.00764784,2024-09-20 13:00:00
1726840800000,3.94,-82.19700249,0.00625024,-0.13057193,2024-09-20 14:00:00
1726844400000,5.2,-59.72103864,0.00823384,-0.09466137,2024-09-20 15:00:00
1726848000000,-8.81,-80.1124448,-0.01401249,-0.12756499,2024-09-20 16:00:00
1726851600000,-3.55,-2.3554888,-0.00566152,-0.00375645,2024-09-20 17:00:00
1726855200000,0.73,1.3586545,0.00116121,0.00216119,2024-09-20 18:00:00
1726858800000,-2.23,-1.69863476,-0.00355044,-0.00270442,2024-09-20 19:00:00
1726862400000,3.47,0.94362092,0.00552425,0.00150231,2024-09-20 20:00:00
1726866000000,11.89,-0.64863052,0.01883832,-0.00102788,2024-09-20 21:00:00
1726869600000,-2.92,-13.16973034,-0.0046217,-0.02084808,2024-09-20 22:00:00
1726873200000,9.64,-12.570745,0.01525291,-0.01989708,2024-09-20 23:00:00
1726876800000,1.14,-5.1868761,0.00180454,-0.00821128,2024-09-21 00:00:00
1726880400000,-3.1,-40.802188,-0.0049334,-0.06497236,2024-09-21 01:00:00
1726884000000,-3.19,-2.31545217,-0.00507016,-0.00368011,2024-09-21 02:00:00
1726887600000,3.33,0.09118714,0.005295,0.000145,2024-09-21 03:00:00
1726891200000,-4.19,-44.8880784,-0.00666561,-0.07145584,2024-09-21 04:00:00
1726894800000,8.63,1.88491632,0.01371827,0.00299659,2024-09-21 05:00:00
1726898400000,0.27,-5.61986813,0.00042857,-0.00892126,2024-09-21 06:00:00
1726902000000,1.87,-4.48642027,0.00296397,-0.00711174,2024-09-21 07:00:00
1726905600000,8.11,-42.86641612,0.0128673,-0.06806671,2024-09-21 08:00:00
1726909200000,7.11,-1.22383532,0.01126497,-0.00193928,2024-09-21 09:00:00
1726912800000,13.51,2.173771,0.02145158,0.0034522,2024-09-21 10:00:00
1726916400000,9.02,-0.64409097,0.01429709,-0.00102107,2024-09-21 11:00:00
1726920000000,7.27,-5.9919158,0.01151191,-0.00949008,2024-09-21 12:00:00
1726923600000,10.55,-27.70527896,0.01669621,-0.04387234,2024-09-21 13:00:00
1726927200000,12.76,-1.287536,0.02015798,-0.00203447,2024-09-21 14:00:00
1726930800000,15.86,-6.35681025,0.02510766,-0.01006688,2024-09-21 15:00:00
1726934400000,12.84,-48.45086144,0.02031159,-0.07671872,2024-09-21 16:00:00
1726938000000,16.07,-3.04688498,0.02539507,-0.00481638,2024-09-21 17:00:00
1726941600000,9.96,-27.17198333,0.01574256,-0.04297265,2024-09-21 18:00:00
1726945200000,13.27,-25.70955006,0.02099564,-0.04070244,2024-09-21 19:00:00
1726948800000,13.78,-5.02687742,0.02182452,-0.00796385,2024-09-21 20:00:00
1726952400000,11.21,-11.5773856,0.01776883,-0.0183578,2024-09-21 21:00:00
1726956000000,2.73,-65.80913767,0.00431755,-0.10419127,2024-09-21 22:00:00
1726959600000,13.78,-6.50053605,0.02175253,-0.01026476,2024-09-21 23:00:00
1726963200000,12.09,-3.81194659,0.01912039,-0.00603013,2024-09-22 00:00:00
1726966800000,4.16,-9.71012,0.00659836,-0.01540503,2024-09-22 01:00:00
1726970400000,12.17,-2.95234586,0.01933056,-0.00469057,2024-09-22 02:00:00
1726974000000,13.82,-1.33111954,0.02189966,-0.00210985,2024-09-22 03:00:00
1726977600000,1.95,-13.177848,0.00309131,-0.0208957,2024-09-22 04:00:00
1726981200000,7.53,-90.74344828,0.01196406,-0.14440306,2024-09-22 05:00:00
1726984800000,7.5,-10.7341096,0.01192819,-0.01707676,2024-09-22 06:00:00
1726988400000,11.81,-37.41476304,0.01876509,-0.0594954,2024-09-22 07:00:00
1726992000000,3.45,-14.8273515,0.00547399,-0.02353283,2024-09-22 08:00:00
1726995600000,3.07,-31.9370514,0.0048961,-0.05096233,2024-09-22 09:00:00
1726999200000,11.66,-17.34972337,0.01860955,-0.02770327,2024-09-22 10:00:00
1727002800000,-2.26,-15.44464,-0.00359964,-0.02460481,2024-09-22 11:00:00
1727006400000,2.73,-13.05715921,0.00434838,-0.02080285,2024-09-22 12:00:00
1727010000000,-1.22,-12.59009758,-0.00194919,-0.02011885,2024-09-22 13:00:00
1727013600000,-0.9,-15.5893792,-0.00143614,-0.02488197,2024-09-22 14:00:00
1727017200000,3.46,-9.6969452,0.00552256,-0.01548069,2024-09-22 15:00:00
1727020800000,-3.11,-17.66901688,-0.00495412,-0.02815265,2024-09-22 16:00:00
1727024400000,-5.38,-18.38982676,-0.0085312,-0.02916721,2024-09-22 17:00:00
1727028000000,0.98,-13.56472237,0.00155664,-0.02155133,2024-09-22 18:00:00
1727031600000,9.19,-5.9684,0.01455035,-0.00945192,2024-09-22 19:00:00
1727035200000,8.81,-43.10525872,0.01393811,-0.0682519,2024-09-22 20:00:00
1727038800000,7.3,-43.80040066,0.01162791,-0.06982488,2024-09-22 21:00:00
1727042400000,-10.14,-19.0834114,-0.01587314,-0.02987732,2024-09-22 22:00:00
1727046000000,-1.1,-11.2726016,-0.00173014,-0.01773297,2024-09-22 23:00:00
1727049600000,-7.52,-22.7786912,-0.01182801,-0.03583661,2024-09-23 00:00:00
1727053200000,-0.29,-9.8780619,-0.00045435,-0.01547868,2024-09-23 01:00:00
1727056800000,-4.42,-10.1746423,-0.00691268,-0.01591411,2024-09-23 02:00:00
1727060400000,-0.83,-8.55248,-0.00128974,-0.01329134,2024-09-23 03:00:00
1727064000000,-10.93,-19.4386445,-0.01710156,-0.03041861,2024-09-23 04:00:00
1727067600000,1.0,-50.35767224,0.00156853,-0.0790511,2024-09-23 05:00:00
1727071200000,-6.73,-17.01484447,-0.01056989,-0.02672721,2024-09-23 06:00:00
1727074800000,-3.39,-3.39,-0.00533448,-0.00533448,2024-09-23 07:00:00
1727078400000,-14.0,-49.84695393,-0.02205002,-0.07855334,2024-09-23 08:00:00
1727082000000,-6.34,-9.77823633,-0.00996296,-0.01536679,2024-09-23 09:00:00
1727085600000,-15.64,-45.8804272,-0.0246311,-0.07229051,2024-09-23 10:00:00
1727089200000,-18.06,-21.8661024,-0.02847007,-0.03447214,2024-09-23 11:00:00
1727092800000,-16.22,-142.66798418,-0.02561762,-0.22577762,2024-09-23 12:00:00
1727096400000,-10.99,-12.57468507,-0.01739331,-0.01990181,2024-09-23 13:00:00
1727100000000,-5.26,-128.28970615,-0.00829725,-0.20275998,2024-09-23 14:00:00
1727103600000,-4.92,-14.26612038,-0.00773366,-0.02242795,2024-09-23 15:00:00
1727107200000,3.1,-70.59107725,0.00490293,-0.1117762,2024-09-23 16:00:00
1727110800000,-4.14,-34.35852027,-0.00653842,-0.05428932,2024-09-23 17:00:00
1727114400000,-2.62,-9.98297646,-0.00413053,-0.01574035,2024-09-23 18:00:00
1727118000000,-1.25,-6.06005757,-0.00197477,-0.0095745,2024-09-23 19:00:00
1727121600000,-4.77,-11.79845416,-0.00753459,-0.01863866,2024-09-23 20:00:00
1727125200000,-3.77,-22.774493,-0.00594825,-0.03594402,2024-09-23 21:00:00
1727128800000,2.31,-3.43913586,0.00365396,-0.00544053,2024-09-23 22:00:00
1727132400000,-1.12,1.84874533,-0.00176824,0.00291863,2024-09-23 23:00:00
1727136000000,-6.0,-7.45564484,-0.00953804,-0.01185232,2024-09-24 00:00:00
1727139600000,-9.63,-22.62186028,-0.0152998,-0.03594822,2024-09-24 01:00:00
1727143200000,-0.12,1.67777124,-0.0001901,0.00265782,2024-09-24 02:00:00
1727146800000,-6.67,-8.642625,-0.0105665,-0.01369193,2024-09-24 03:00:00
1727150400000,-19.0,-156.52994736,-0.03011666,-0.24865454,2024-09-24 04:00:00
1727154000000,-1.38,0.64607248,-0.00218299,0.00102198,2024-09-24 05:00:00
1727157600000,-7.41,-2.9786199,-0.01170516,-0.00470483,2024-09-24 06:00:00
1727161200000,2.61,3.8811984,0.00410636,0.00610624,2024-09-24 07:00:00
1727164800000,2.81,-117.66479965,0.00440087,-0.18462783,2024-09-24 08:00:00
1727168400000,-6.49,-4.584265,-0.01021653,-0.00721631,2024-09-24 09:00:00
1727172000000,1.51,2.1960808,0.00237698,0.00345694,2024-09-24 10:00:00
1727175600000,-0.73,-8.97393202,-0.00115,-0.01413883,2024-09-24 11:00:00
1727179200000,2.36,3.10041494,0.0037197,0.00488664,2024-09-24 12:00:00
1727182800000,5.62,6.2551985,0.00884763,0.00984753,2024-09-24 13:00:00
1727186400000,-7.4,-5.39545809,-0.01170981,-0.00853754,2024-09-24 14:00:00
1727190000000,-5.12,-18.91287862,-0.0081064,-0.02995094,2024-09-24 15:00:00
1727193600000,-5.25,-101.09193,-0.00829882,-0.16004092,2024-09-24 16:00:00
1727197200000,-1.12,7.1708618,-0.00175615,0.01124239,2024-09-24 17:00:00
1727200800000,-6.9,0.09219008,-0.01082734,0.00014465,2024-09-24 18:00:00
1727204400000,8.53,12.45569028,0.01326752,0.01937234,2024-09-24 19:00:00
1727208000000,12.98,14.70481517,0.02021334,0.02289873,2024-09-24 20:00:00
1727211600000,4.69,5.8880013,0.00732469,0.00919552,2024-09-24 21:00:00
1727215200000,3.49,4.21523228,0.00540416,0.00652708,2024-09-24 22:00:00
1727218800000,10.23,10.21457695,0.01591903,0.01589504,2024-09-24 23:00:00
1727222400000,7.92,-26.30326,0.01235051,-0.04103938,2024-09-25 00:00:00
1727226000000,-2.38,-11.26195798,-0.00369623,-0.01749264,2024-09-25 01:00:00
1727229600000,-2.22,-79.25322829,-0.003446,-0.1231681,2024-09-25 02:00:00
1727233200000,-1.38,0.5538,-0.00214086,0.00085911,2024-09-25 03:00:00
1727236800000,5.59,6.2317285,0.00871085,0.00971075,2024-09-25 04:00:00
1727240400000,2.89,3.34689489,0.00450362,0.00521558,2024-09-25 05:00:00
1727244000000,8.33,11.5203,0.0130552,0.0180543,2024-09-25 06:00:00
1727247600000,4.5,5.7768666,0.0070485,0.00904832,2024-09-25 07:00:00
1727251200000,5.05,8.240955,0.00791299,0.01291235,2024-09-25 08:00:00
1727254800000,-1.78,2.02196313,-0.00279831,0.0031785,2024-09-25 09:00:00
1727258400000,-0.29,4.20740021,-0.00045576,0.00661178,2024-09-25 10:00:00
1727262000000,-1.22,0.92687228,-0.00191109,0.00145186,2024-09-25 11:00:00
1727265600000,-9.93,-8.6548198,-0.01561321,-0.01360793,2024-09-25 12:00:00
1727269200000,-6.63,2.5203899,-0.01039815,0.00395228,2024-09-25 13:00:00
1727272800000,-3.0,0.78056525,-0.00469216,0.00122077,2024-09-25 14:00:00
1727276400000,7.32,-1.3001708,0.01152835,-0.00204793,2024-09-25 15:00:00
1727280000000,-3.13,5.1203044,-0.00493194,0.00806701,2024-09-25 16:00:00
1727283600000,-8.92,2.0301728,-0.01412107,0.00321337,2024-09-25 17:00:00
1727287200000,-13.1,-3.59735,-0.02067844,-0.00567759,2024-09-25 18:00:00
1727290800000,-14.11,-11.51387217,-0.02233249,-0.01822274,2024-09-25 19:00:00
1727294400000,-15.78,-1.6461536,-0.02484813,-0.00259156,2024-09-25 20:00:00
1727298000000,-3.38,-7.10951943,-0.00532804,-0.0112077,2024-09-25 21:00:00
1727301600000,-2.2,5.54896116,-0.0034776,0.00877032,2024-09-25 22:00:00
1727305200000,-21.12,-74.8244693,-0.03344312,-0.11858387,2024-09-25 23:00:00
1727308800000,-16.58,-2.82126113,-0.02634003,-0.00448105,2024-09-26 00:00:00
1727312400000,-12.54,-1.1721468,-0.01985599,-0.00185566,2024-09-26 01:00:00
1727316000000,-12.68,0.6243379,-0.02001452,0.00098527,2024-09-26 02:00:00
1727319600000,-14.35,5.3394454,-0.02259332,0.00840407,2024-09-26 03:00:00
1727323200000,-13.94,1.9168775,-0.02197785,0.0030214,2024-09-26 04:00:00
1727326800000,-14.3,-41.30709992,-0.0224864,-0.06498198,2024-09-26 05:00:00
1727330400000,-6.14,-14.5958404,-0.00963568,-0.02290872,2024-09-26 06:00:00
1727334000000,-5.45,-32.87829519,-0.00853535,-0.05151347,2024-09-26 07:00:00
1727337600000,-2.95,-43.82155553,-0.00463039,-0.06882752,2024-09-26 08:00:00
1727341200000,-7.69,0.73324994,-0.01205367,0.00114918,2024-09-26 09:00:00
1727344800000,2.47,10.1970388,0.00383588,0.01583398,2024-09-26 10:00:00
1727348400000,5.54,11.97360354,0.00860329,0.01859243,2024-09-26 11:00:00
1727352000000,0.75,-118.43368236,0.00116312,-0.18400936,2024-09-26 12:00:00
1727355600000,22.1,22.05941023,0.03430174,0.03423877,2024-09-26 13:00:00
1727359200000,8.41,4.6152709,0.01305361,0.00716403,2024-09-26 14:00:00
1727362800000,22.19,0.76682968,0.0340186,0.00117598,2024-09-26 15:00:00
1727366400000,16.62,10.21622262,0.02543696,0.01563749,2024-09-26 16:00:00
1727370000000,34.93,21.739358,0.05362911,0.03338387,2024-09-26 17:00:00
1727373600000,26.0,23.9219619,0.03982506,0.03664323,2024-09-26 18:00:00
1727377200000,11.27,-96.45644291,0.01741588,-0.14930526,2024-09-26 19:00:00
1727380800000,13.63,5.20166035,0.0210781,0.00804515,2024-09-26 20:00:00
1727384400000,12.15,-58.48606368,0.01867737,-0.09000426,2024-09-26 21:00:00
1727388000000,8.41,-1.59311806,0.0129213,-0.00244808,2024-09-26 22:00:00
1727391600000,3.22,-9.22366991,0.00494062,-0.01415508,2024-09-26 23:00:00
1727395200000,19.57,-54.57163849,0.02999602,-0.08374003,2024-09-27 00:00:00
1727398800000,17.21,4.837219,0.02642817,0.00742958,2024-09-27 01:00:00
1727402400000,16.33,6.28556946,0.02517027,0.00968977,2024-09-27 02:00:00
1727406000000,4.58,-5.33994568,0.0070067,-0.00817054,2024-09-27 03:00:00
1727409600000,6.31,-137.358712,0.00966251,-0.21080024,2024-09-27 04:00:00
1727413200000,16.76,-6.26311144,0.02564472,-0.00958665,2024-09-27 05:00:00
1727416800000,18.34,-68.16866059,0.02806651,-0.1044596,2024-09-27 06:00:00
1727420400000,37.73,24.637996,0.05763823,0.03764576,2024-09-27 07:00:00
1727424000000,14.26,-30.86615021,0.02169614,-0.04699411,2024-09-27 08:00:00
1727427600000,1.45,-8.47885551,0.00220519,-0.01289676,2024-09-27 09:00:00
1727431200000,14.1,3.99620126,0.02153,0.00610294,2024-09-27 10:00:00
1727434800000,9.7,-1.56438543,0.01482334,-0.00239107,2024-09-27 11:00:00
1727438400000,8.82,-6.37147419,0.01341625,-0.00969399,2024-09-27 12:00:00
1727442000000,9.5,-3.63034776,0.01446451,-0.0055286,2024-09-27 13:00:00
1727445600000,37.49,-28.29359837,0.05659495,-0.04275447,2024-09-27 14:00:00
1727449200000,18.99,4.15910961,0.02877011,0.00630252,2024-09-27 15:00:00
1727452800000,22.55,-14.53195862,0.03401051,-0.02192975,2024-09-27 16:00:00
1727456400000,10.99,1.26415174,0.01667283,0.00191812,2024-09-27 17:00:00
1727460000000,18.2,10.06755595,0.02762749,0.01528437,2024-09-27 18:00:00
1727463600000,6.46,-10.2453624,0.00983886,-0.01560811,2024-09-27 19:00:00
1727467200000,3.37,3.802338,0.0051212,0.00577816,2024-09-27 20:00:00
1727470800000,8.57,-3.2769916,0.01302103,-0.00497987,2024-09-27 21:00:00
1727474400000,14.77,-7.0619528,0.02242295,-0.0107246,2024-09-27 22:00:00
1727478000000,19.05,-125.64389,0.0289646,-0.19145568,2024-09-27 23:00:00
1727481600000,12.72,-33.52732939,0.01930224,-0.05091247,2024-09-28 00:00:00
1727485200000,7.37,-13.51116154,0.01116768,-0.0204798,2024-09-28 01:00:00
1727488800000,6.67,-8.76055017,0.01008029,-0.0132428,2024-09-28 02:00:00
